13520, 3, online, outlier
25.459999 , 3.42500 , 0.02372 , 0
24.850000 , 3.40413 , 0.02246 , 0
24.360001 , 3.39011 , 0.02130 , 0
19.940001 , 3.29029 , 0.02007 , 0
22.510000 , 3.34431 , 0.01979 , 0
20.469999 , 3.28830 , 0.01913 , 0
20.930000 , 3.32466 , 0.01863 , 0
20.559999 , 3.25307 , 0.01783 , 0
25.570000 , 3.37242 , 0.01916 , 0
20.350000 , 3.31843 , 0.01763 , 0
19.910000 , 3.21856 , 0.01658 , 0
19.410000 , 3.32285 , 0.01674 , 0
21.309999 , 3.27636 , 0.01628 , 0
18.740000 , 3.20345 , 0.01470 , 0
18.180000 , 3.33278 , 0.01591 , 0
174.899994 , 3.30648 , 0.20673 , 0
172.500000 , 3.28348 , 0.19254 , 0
163.800003 , 3.11529 , 0.16312 , 0
150.199997 , 3.07112 , 0.14862 , 0
138.000000 , 3.09006 , 0.14043 , 0
129.600006 , 3.11844 , 0.13281 , 0
120.900002 , 3.09400 , 0.12068 , 0
111.099998 , 3.09486 , 0.11068 , 0
101.300003 , 3.10703 , 0.10141 , 0
96.230003 , 3.10606 , 0.09628 , 0
91.000000 , 3.10697 , 0.09127 , 0
86.110001 , 3.10599 , 0.08614 , 0
81.089996 , 3.10236 , 0.08089 , 0
75.870003 , 3.10349 , 0.07589 , 0
70.879997 , 3.10118 , 0.07072 , 0
65.849998 , 3.09779 , 0.06553 , 0
60.830002 , 3.09813 , 0.06050 , 0
55.750000 , 3.09669 , 0.05541 , 0
50.639999 , 3.09616 , 0.05035 , 0
48.639999 , 3.09496 , 0.04830 , 0
46.560001 , 3.09534 , 0.04630 , 0
44.500000 , 3.09548 , 0.04429 , 0
42.330002 , 3.09428 , 0.04224 , 0
40.369999 , 3.09291 , 0.04020 , 0
38.380001 , 3.09225 , 0.03817 , 0
36.389999 , 3.09463 , 0.03622 , 0
33.930000 , 3.09758 , 0.03427 , 0
31.299999 , 3.09042 , 0.03211 , 0
23.700001 , 3.01243 , 0.03051 , 0
28.910000 , 3.07265 , 0.02975 , 0
27.900000 , 3.05979 , 0.02852 , 0
27.129999 , 3.04469 , 0.02727 , 0
26.750000 , 3.04045 , 0.02622 , 0
26.160000 , 3.03490 , 0.02516 , 0
25.430000 , 3.03102 , 0.02413 , 0
28.730000 , 2.97349 , 0.02322 , 0
24.240000 , 3.02325 , 0.02304 , 0
22.510000 , 3.01263 , 0.02193 , 0
17.930000 , 2.97513 , 0.02139 , 0
19.799999 , 2.98233 , 0.02056 , 0
19.860001 , 2.94034 , 0.01907 , 0
19.350000 , 2.93878 , 0.01815 , 0
18.900000 , 2.93175 , 0.01716 , 0
18.389999 , 2.92206 , 0.01615 , 0
17.969999 , 2.91293 , 0.01515 , 0
18.430000 , 2.81964 , 0.01420 , 0
17.469999 , 2.90424 , 0.01418 , 0
15.330000 , 2.76784 , 0.01207 , 0
174.399994 , 3.55785 , 0.18130 , 0
165.600006 , 3.64141 , 0.17875 , 0
155.500000 , 3.67573 , 0.17075 , 0
136.800003 , 3.73253 , 0.16433 , 0
121.500000 , 3.77799 , 0.15633 , 0
116.099998 , 3.74977 , 0.14216 , 0
111.400002 , 3.70093 , 0.12694 , 0
103.599998 , 3.69215 , 0.11485 , 0
98.190002 , 3.71723 , 0.11060 , 0
91.400002 , 3.76396 , 0.10743 , 0
84.779999 , 3.80590 , 0.10373 , 0
