12894 , 4, online, outline
49.95, 2.21690, 0.77490, 3.8212, 1
40.55, 2.21690, 1.32880, 2.8742, 1
29.26, 2.22890, 0.29930, 5.2749, 1
65.02, 2.22890, 0.75810, 4.7622, 1
36.9, 2.22890, 0.66600, 3.4777, 1
48.76, 2.22890, 0.98790, 3.2580, 1
28.44, 2.24100, 0.24690, 6.0975, 1
64, 2.24100, 0.74510, 4.8078, 1
36.57, 2.24100, 0.50520, 4.2240, 1
48.19, 2.24100, 1.10430, 3.1021, 1
40.16, 2.24100, 1.35840, 2.8710, 1
27.49, 2.25300, 0.22090, 6.5819, 1
36.25, 2.25300, 0.40820, 4.9738, 1
63.01, 2.25300, 0.73890, 4.8207, 1
47.08, 2.25300, 1.16100, 3.0385, 1
39.77, 2.25300, 1.24140, 2.9015, 1
35.93, 2.26510, 0.39270, 5.1355, 1
62.06, 2.26510, 0.73760, 4.8105, 1
46.02, 2.26510, 1.03590, 3.1503, 1
37.58, 2.26510, 0.94630, 3.0294, 1
35.62, 2.27710, 0.39140, 5.1557, 1
61.13, 2.27710, 0.73940, 4.7851, 1
45.51, 2.27710, 0.97040, 3.2444, 1
38.28, 2.27710, 1.06800, 2.9634, 1
35.01, 2.28920, 0.39820, 5.0604, 1
60.24, 2.28920, 0.74480, 4.7427, 1
45.01, 2.28920, 0.92160, 3.3323, 1
34.42, 2.30120, 0.40920, 4.9290, 1
44.04, 2.30120, 0.84980, 3.4716, 1
33.57, 2.31330, 0.40170, 4.9440, 1
59.36, 2.31330, 0.76080, 4.6890, 1
43.57, 2.31330, 0.82660, 3.5321, 1
33.3, 2.32530, 0.39840, 4.9849, 1
58.51, 2.32530, 0.77160, 4.6248, 1
43.12, 2.32530, 0.81180, 3.5733, 1
33.03, 2.33730, 0.40710, 4.9102, 1
57.69, 2.33730, 0.78630, 4.5455, 1
42.67, 2.33730, 0.80460, 3.5937, 1
32.51, 2.34940, 0.44030, 4.6034, 1
56.89, 2.34940, 0.80570, 4.4504, 1
42.23, 2.34940, 0.80630, 3.5886, 1
56.11, 2.36140, 0.83180, 4.3334, 1
31.75, 2.36140, 0.49420, 4.1786, 1
29.68, 2.37350, 0.43240, 4.4244, 1
55.35, 2.37350, 0.86610, 4.1940, 1
41.8, 2.37350, 0.81940, 3.5747, 1
28.64, 2.38550, 0.35160, 5.0846, 1
54.61, 2.38550, 0.91310, 4.0240, 1
53.9, 2.39760, 0.97790, 3.8213, 1
41.37, 2.39760, 0.83120, 3.5647, 1
53.19, 2.40960, 1.07150, 3.5820, 1
51.85, 2.42170, 1.48930, 3.0313, 1
40.96, 2.43370, 0.82380, 3.6332, 1
51.2, 2.43370, 2.82770, 2.7585, 1
74.47, 2.44580, 2.49220, 2.9421, 1
50.57, 2.44580, 4.17110, 2.5463, 1
40.55, 2.45780, 0.80940, 3.7015, 1
36.57, 2.45780, 0.74160, 3.6617, 1
73.14, 2.45780, 2.03750, 3.0904, 1
49.35, 2.45780, 4.27620, 2.5198, 1
36.25, 2.46990, 0.55680, 4.5138, 1
40.16, 2.46990, 0.79870, 3.7354, 1
71.86, 2.46990, 1.83020, 3.2207, 1
48.76, 2.46990, 3.26240, 2.6822, 1
35.93, 2.48190, 0.52900, 4.6965, 1
39.77, 2.48190, 0.80350, 3.7200, 1
70.62, 2.48190, 1.74580, 3.2848, 1
47.63, 2.48190, 1.31780, 3.1208, 1
37.24, 2.48190, 1.08320, 3.0655, 1
35.31, 2.49400, 0.53360, 4.6381, 1
38.64, 2.49400, 0.85870, 3.5145, 1
47.08, 2.49400, 1.14520, 3.3307, 1
34.13, 2.50600, 0.61420, 4.0988, 1
46.54, 2.50600, 1.04530, 3.5124, 1
69.42, 2.50600, 1.75380, 3.2808, 1
46.02, 2.51810, 0.97860, 3.6640, 1
33.57, 2.51810, 0.78710, 3.4405, 1
45.51, 2.53010, 0.93180, 3.7859, 1
68.27, 2.53010, 1.75180, 3.2867, 1
33.03, 2.53010, 3.17310, 2.4887, 1
45.01, 2.54220, 0.89800, 3.8824, 1
67.15, 2.54220, 1.58760, 3.4628, 1
44.52, 2.55420, 0.87280, 3.9585, 1
44.04, 2.56630, 0.85390, 4.0180, 1
66.07, 2.56630, 1.43450, 3.7068, 1
43.57, 2.57830, 0.83920, 4.0655, 1
65.02, 2.57830, 1.34430, 3.8615, 1
43.12, 2.59040, 0.82710, 4.1055, 1
64, 2.59040, 1.31700, 3.9008, 1
63.01, 2.60240, 1.32790, 3.8604, 1
42.67, 2.61450, 0.81780, 4.1645, 1
62.06, 2.61450, 1.36350, 3.7729, 1
61.13, 2.62650, 1.41440, 3.6638, 1
60.24, 2.63860, 1.47800, 3.5453, 1
58.51, 2.65060, 1.61090, 3.3270, 1
57.69, 2.66270, 1.69130, 3.2356, 1
56.89, 2.67470, 1.77210, 3.1603, 1
55.35, 2.68670, 1.83720, 3.0936, 1
32, 2.69880, 0.39500, 6.2015, 1
53.9, 2.69880, 1.70060, 3.1672, 1
30.57, 2.71080, 0.38430, 6.1521, 1
32.77, 2.71080, 0.43260, 5.9004, 1
36.25, 2.71080, 0.60060, 4.9120, 1
53.19, 2.71080, 1.57090, 3.2825, 1
34.13, 2.72290, 0.49120, 5.5340, 1
28.64, 2.72290, 0.44550, 5.1984, 1
51.85, 2.72290, 1.27130, 3.6989, 1
40.96, 2.73490, 0.60200, 5.4782, 1
51.2, 2.73490, 1.13060, 4.0098, 1
40.55, 2.74700, 0.57570, 5.6777, 1
49.95, 2.74700, 0.88170, 4.7746, 1
36.9, 2.74700, 0.85430, 3.8996, 1
40.16, 2.75900, 0.56930, 5.7257, 1
49.35, 2.75900, 0.79010, 5.1873, 1
48.76, 2.77110, 0.72090, 5.5708, 1
47.63, 2.78310, 0.63010, 6.1608, 1
47.08, 2.79520, 0.60500, 6.3652, 1
46.54, 2.80720, 0.58880, 6.5020, 1
45.51, 2.81930, 0.56990, 6.6100, 1
45.01, 2.83130, 0.56990, 6.5949, 1
44.04, 2.84340, 0.57640, 6.4540, 1
43.57, 2.85540, 0.58830, 6.3276, 1
42.67, 2.86750, 0.62420, 5.9495, 1
42.23, 2.87950, 0.66180, 5.6553, 1
28.64, 2.96390, 0.15810, 13.0563, 1
29.05, 2.97590, 0.16250, 13.0247, 1
31.75, 2.98800, 0.23070, 11.3322, 1
32.77, 3.00000, 0.29360, 9.8210, 1
33.85, 3.01200, 0.39830, 7.8598, 1
74.47, 3.02410, 0.50300, 12.0179, 1
35.31, 3.02410, 0.44770, 7.4070, 1
73.14, 3.03610, 0.48320, 12.2220, 1
71.86, 3.04820, 0.46790, 12.3713, 1
70.62, 3.06020, 0.46100, 12.4056, 1
69.42, 3.07230, 0.46590, 12.2749, 1
68.27, 3.08430, 0.48150, 11.9920, 1
67.15, 3.09640, 0.49550, 11.7327, 1
66.07, 3.10840, 0.49940, 11.6170, 1
65.02, 3.12050, 0.49780, 11.5812, 1
64, 3.13250, 0.49530, 11.5594, 1
39.01, 3.13250, 0.49990, 7.8116, 1
63.01, 3.14460, 0.49340, 11.5316, 1
39.77, 3.14460, 0.50900, 7.8734, 1
37.24, 3.14460, 0.51680, 7.3253, 1
61.13, 3.15660, 0.48590, 11.4778, 1
56.89, 3.16870, 0.45600, 11.4721, 1
40.96, 3.16870, 0.55620, 7.5727, 1
54.61, 3.18070, 0.43520, 11.5688, 1
52.51, 3.19280, 0.41250, 11.7239, 1
51.2, 3.20480, 0.40000, 11.8149, 1
50.57, 3.21690, 0.39740, 11.8262, 1
49.35, 3.22890, 0.39620, 11.7277, 1
47.63, 3.24100, 0.40830, 11.3121, 1
27.49, 3.25300, 0.08630, 16.4705, 1
46.02, 3.25300, 0.42840, 10.7594, 1
28.25, 3.26510, 0.11330, 15.5280, 1
43.57, 3.26510, 0.46980, 9.7006, 1
28.84, 3.27710, 0.14060, 14.7359, 1
42.23, 3.27710, 0.51360, 8.8432, 1
29.47, 3.28920, 0.16350, 14.1641, 1
30.12, 3.30120, 0.17940, 13.8383, 1
30.8, 3.31330, 0.19260, 13.6180, 1
31.51, 3.32530, 0.20640, 13.4006, 1
32, 3.33730, 0.21690, 13.2458, 1
32.25, 3.34940, 0.22290, 13.1735, 1
32.77, 3.36140, 0.23300, 13.0486, 1
33.03, 3.37350, 0.24160, 12.9206, 1
33.57, 3.38550, 0.26520, 12.4795, 1
34.13, 3.39760, 0.27700, 12.3496, 1
34.71, 3.40960, 0.28120, 12.4082, 1
35.01, 3.42170, 0.28520, 12.4166, 1
35.62, 3.43370, 0.29650, 12.3209, 1
36.25, 3.45780, 0.33330, 11.7387, 1
36.57, 3.77110, 0.27680, 13.9764, 1
36.25, 3.84340, 0.25500, 14.5170, 1
27.31, 4.00000, 0.57140, 7.8023, 1
27.49, 4.01200, 0.55790, 8.0593, 1
27.68, 4.02410, 0.54080, 8.3753, 1
27.86, 4.03610, 0.52300, 8.7148, 1
28.06, 4.04820, 0.50610, 9.0574, 1
28.25, 4.06020, 0.49090, 9.3850, 1
28.44, 4.07230, 0.47800, 9.6868, 1
28.64, 4.08430, 0.46740, 9.9562, 1
28.84, 4.09640, 0.45860, 10.1991, 1
29.05, 4.10840, 0.45060, 10.4301, 1
29.26, 4.12050, 0.44310, 10.6549, 1
29.47, 4.13250, 0.43620, 10.8698, 1
29.68, 4.14460, 0.43020, 11.0686, 1
29.9, 4.15660, 0.42540, 11.2473, 1
30.12, 4.16870, 0.42150, 11.4099, 1
30.34, 4.18070, 0.41820, 11.5592, 1
30.57, 4.20480, 0.41830, 11.6928, 1
30.8, 4.21690, 0.41680, 11.8103, 1
37.58, 4.22890, 0.37890, 13.6737, 1
31.03, 4.22890, 0.41650, 11.9068, 1
37.93, 4.24100, 0.38360, 13.6887, 1
31.27, 4.24100, 0.41740, 11.9851, 1
38.28, 4.25300, 0.39080, 13.6691, 1
36.9, 4.25300, 0.39100, 13.4640, 1
31.51, 4.25300, 0.41890, 12.0505, 1
38.64, 4.26510, 0.40060, 13.6163, 1
31.75, 4.26510, 0.42120, 12.1047, 1
32.51, 4.27710, 0.42300, 12.2716, 1
39.01, 4.28920, 0.41550, 13.5293, 1
33.03, 4.28920, 0.42670, 12.3577, 1
33.57, 4.30120, 0.46140, 11.9789, 1
39.38, 4.31330, 0.43400, 13.4021, 1
34.13, 4.31330, 0.49760, 11.6050, 1
36.57, 4.32530, 0.42800, 13.0841, 1
39.77, 4.33730, 0.45620, 13.2350, 1
34.42, 4.33730, 0.51110, 11.5534, 1
34.71, 4.34940, 0.51760, 11.5637, 1
35.01, 4.36140, 0.52070, 11.6201, 1
40.16, 4.37350, 0.48460, 13.0335, 1
35.31, 4.38550, 0.52390, 11.7165, 1
35.62, 4.39760, 0.52080, 11.8562, 1
36.25, 4.40960, 0.48850, 12.4433, 1
40.55, 4.43370, 0.52010, 12.8288, 1
27.31, 4.46990, 1.33740, 4.6067, 1
27.49, 4.48190, 1.26990, 4.8375, 1
27.68, 4.50600, 1.22510, 5.0424, 1
40.96, 4.51810, 0.55030, 12.7736, 1
27.86, 4.53010, 1.19290, 5.2212, 1
28.06, 4.55420, 1.16840, 5.3833, 1
28.25, 4.56630, 1.14380, 5.5314, 1
28.44, 4.57830, 1.12530, 5.6626, 1
41.37, 4.59040, 0.54920, 13.0420, 1
28.64, 4.60240, 1.11830, 5.7751, 1
41.8, 4.61450, 0.52390, 13.4363, 1
28.84, 4.61450, 1.11110, 5.8665, 1
29.05, 4.62650, 1.10840, 5.9397, 1
42.23, 4.63860, 0.50760, 13.7228, 1
29.26, 4.63860, 1.11160, 5.9875, 1
42.67, 4.65060, 0.49860, 13.8992, 1
29.47, 4.66270, 1.12730, 6.0054, 1
43.12, 4.67470, 0.49730, 14.0190, 1
29.68, 4.67470, 1.14350, 5.9958, 1
29.9, 4.68670, 1.16550, 5.9621, 1
43.57, 4.69880, 0.49830, 14.1135, 1
30.12, 4.69880, 1.19110, 5.9154, 1
44.04, 4.71080, 0.49720, 14.2031, 1
30.34, 4.71080, 1.21850, 5.8646, 1
44.52, 4.73490, 0.49850, 14.2922, 1
45.01, 4.75900, 0.49930, 14.3853, 1
45.51, 4.77110, 0.49670, 14.4848, 1
46.02, 4.79520, 0.49580, 14.5912, 1
46.54, 4.81930, 0.49450, 14.6998, 1
47.08, 4.83130, 0.49110, 14.8033, 1
47.63, 4.85540, 0.49190, 14.8912, 1
48.19, 4.86750, 0.49400, 14.9443, 1
48.76, 4.89160, 0.50450, 14.9478, 1
49.35, 4.90360, 0.52100, 14.8810, 1
49.95, 4.92770, 0.55090, 14.7318, 1
50.57, 4.93980, 0.58970, 14.5001, 1
51.2, 4.96390, 0.64270, 14.1953, 1
51.85, 4.97590, 0.70140, 13.8409, 1
55.73, 2.01200, 0.23010, 8.1102, 1
29.36, 2.01200, 0.14610, 7.0283, 1
42.23, 2.01200, 0.23340, 6.4818, 1
69.42, 2.01200, 0.63550, 4.4752, 1
28.95, 2.02410, 0.10580, 8.9878, 1
55.35, 2.02410, 0.23050, 8.1325, 1
41.58, 2.02410, 0.24480, 6.2318, 1
68.27, 2.02410, 0.65760, 4.3632, 1
28.06, 2.03610, 0.09030, 9.9901, 1
54.61, 2.03610, 0.23060, 8.1216, 1
41.17, 2.03610, 0.25470, 6.0532, 1
66.6, 2.03610, 0.65540, 4.3367, 1
27.31, 2.04820, 0.08180, 10.6348, 1
53.54, 2.04820, 0.23040, 8.0766, 1
40.55, 2.04820, 0.26510, 5.8558, 1
65.54, 2.04820, 0.64330, 4.3769, 1
52.85, 2.06020, 0.23300, 7.9993, 1
39.58, 2.06020, 0.26150, 5.8605, 1
64.5, 2.06020, 0.62140, 4.4644, 1
51.85, 2.07230, 0.23690, 7.8523, 1
39.01, 2.07230, 0.24100, 6.2268, 1
63.01, 2.07230, 0.57370, 4.6730, 1
50.88, 2.08430, 0.24290, 7.6607, 1
38.83, 2.08430, 0.24040, 6.2717, 1
62.06, 2.08430, 0.54530, 4.8281, 1
29.68, 2.08430, 0.34010, 4.0620, 1
50.26, 2.09640, 0.25010, 7.4866, 1
31.63, 2.09640, 0.17480, 6.9072, 1
38.28, 2.09640, 0.26510, 5.8058, 1
37.58, 2.09640, 0.28350, 5.4406, 1
61.13, 2.09640, 0.52720, 4.9320, 1
30.34, 2.09640, 0.33540, 4.1818, 1
49.35, 2.10840, 0.26080, 7.2118, 1
31.39, 2.10840, 0.17110, 7.0427, 1
31.88, 2.10840, 0.18340, 6.7548, 1
34.42, 2.10840, 0.20330, 6.6210, 1
37.24, 2.10840, 0.27560, 5.5681, 1
33.3, 2.12050, 0.13590, 8.8725, 1
48.47, 2.12050, 0.27580, 6.8742, 1
31.15, 2.12050, 0.18090, 6.7649, 1
32, 2.12050, 0.18620, 6.7547, 1
37.07, 2.12050, 0.30480, 5.1910, 1
30.91, 2.12050, 0.34370, 4.2263, 1
33.03, 2.13250, 0.13350, 9.0168, 1
47.91, 2.13250, 0.29300, 6.5587, 1
31.03, 2.13250, 0.21870, 5.8804, 1
46.54, 2.14460, 0.29440, 6.4469, 1
46.28, 2.15660, 0.29810, 6.4114, 1
45.51, 2.16870, 0.31920, 6.0566, 1
44.76, 2.18070, 0.35100, 5.6089, 1
44.04, 2.19280, 0.38880, 5.1752, 1
27.77, 2.20480, 0.20020, 6.0815, 1
43.12, 2.20480, 0.43870, 4.7138, 1
27.31, 2.21690, 0.17480, 6.7221, 1
42.01, 2.21690, 0.48400, 4.3714, 1
40.76, 2.21690, 0.46980, 4.3703, 1
28.74, 2.21690, 0.35360, 4.1944, 1
38.46, 2.22890, 0.36700, 5.0081, 1
39.77, 2.22890, 0.43940, 4.5247, 1
29.15, 2.22890, 0.56880, 3.2201, 1
30.01, 2.22890, 99.99990, 0.9836, 1
36.9, 2.24100, 0.27370, 6.1015, 1
37.93, 2.24100, 0.33900, 5.2955, 1
29.47, 2.24100, 1.17580, 2.0998, 1
36.41, 2.25300, 0.25150, 6.4999, 1
79.53, 2.25300, 0.59280, 6.1289, 1
37.75, 2.25300, 0.35200, 5.1737, 1
35.93, 2.26510, 0.24810, 6.5545, 1
78.02, 2.26510, 0.57120, 6.2654, 1
35.46, 2.27710, 0.25080, 6.4880, 1
76.56, 2.27710, 0.55690, 6.3487, 1
75.16, 2.28920, 0.54960, 6.3745, 1
34.71, 2.28920, 0.26200, 6.2201, 1
50.57, 2.28920, 2.51670, 1.8411, 1
73.8, 2.30120, 0.54280, 6.3981, 1
33.99, 2.30120, 0.26660, 6.0888, 1
50.26, 2.30120, 2.73850, 1.7226, 1
72.5, 2.31330, 0.53550, 6.4283, 1
33.71, 2.31330, 0.26770, 6.0799, 1
31.75, 2.31330, 0.31810, 5.1022, 1
71.24, 2.32530, 0.52850, 6.4573, 1
33.03, 2.32530, 0.31440, 5.3396, 1
31.51, 2.32530, 0.33200, 4.9570, 1
46.54, 2.32530, 2.54530, 1.7481, 1
70.02, 2.33730, 0.51760, 6.5276, 1
27.58, 2.33730, 0.34830, 4.4113, 1
31.27, 2.33730, 0.39600, 4.4032, 1
28.64, 2.33730, 0.47410, 3.7433, 1
46.81, 2.33730, 2.63670, 1.7196, 1
68.84, 2.34940, 0.50580, 6.6101, 1
27.86, 2.34940, 0.40690, 4.0546, 1
44.52, 2.34940, 2.29950, 1.8630, 1
47.08, 2.34940, 2.78240, 1.6640, 1
67.7, 2.36140, 0.50000, 6.6368, 1
43.81, 2.36140, 2.07390, 2.0049, 1
67.15, 2.37350, 0.50230, 6.6227, 1
43.34, 2.37350, 1.89130, 2.1360, 1
66.07, 2.38550, 0.50470, 6.5674, 1
42.67, 2.38550, 1.58800, 2.3755, 1
64.5, 2.39760, 0.51090, 6.4371, 1
31.15, 2.39760, 0.48560, 3.9946, 1
41.8, 2.39760, 1.25260, 2.7191, 1
63.5, 2.40960, 0.52240, 6.3003, 1
41.17, 2.40960, 1.07370, 2.9727, 1
30.68, 2.42170, 0.19090, 7.8695, 1
62.53, 2.42170, 0.53890, 6.1259, 1
39.96, 2.42170, 0.88200, 3.3014, 1
30.34, 2.43370, 0.18240, 8.1407, 1
61.59, 2.43370, 0.55740, 5.9452, 1
39.01, 2.43370, 0.71700, 3.6917, 1
37.24, 2.43370, 0.92890, 3.0894, 1
30.12, 2.44580, 0.18830, 7.9589, 1
60.68, 2.44580, 0.57430, 5.7880, 1
37.07, 2.44580, 0.86870, 3.2246, 1
29.47, 2.45780, 0.27920, 5.8270, 1
59.8, 2.45780, 0.58790, 5.6642, 1
36.74, 2.45780, 1.12020, 2.7720, 1
58.94, 2.46990, 0.59850, 5.5680, 1
28.95, 2.46990, 0.86470, 2.8230, 1
35.93, 2.46990, 1.80600, 2.0479, 1
57.69, 2.48190, 0.60610, 5.4673, 1
35.62, 2.48190, 1.92730, 1.9555, 1
56.11, 2.49400, 0.60980, 5.3689, 1
54.25, 2.50600, 0.61470, 5.2426, 1
35.46, 2.50600, 1.88960, 2.0058, 1
51.52, 2.51810, 0.61620, 5.0746, 1
35.31, 2.51810, 1.69230, 2.1706, 1
48.76, 2.53010, 0.59750, 5.0210, 1
35.16, 2.53010, 1.44950, 2.3976, 1
47.91, 2.54220, 0.59910, 4.9817, 1
34.56, 2.54220, 0.77930, 3.4503, 1
33.57, 2.55420, 0.48110, 4.5624, 1
47.08, 2.55420, 0.69570, 4.4704, 1
33.17, 2.56630, 0.44540, 4.7998, 1
46.28, 2.56630, 0.89070, 3.8227, 1
32.64, 2.57830, 0.40690, 5.0952, 1
32.25, 2.57830, 0.41000, 5.0240, 1
45.01, 2.57830, 0.91780, 3.7164, 1
31.88, 2.59040, 0.35190, 5.6181, 1
44.52, 2.59040, 0.91240, 3.7257, 1
31.51, 2.60240, 0.31710, 6.0735, 1
29.36, 2.60240, 0.42800, 4.6252, 1
28.15, 2.60240, 0.50930, 4.0310, 1
44.04, 2.60240, 0.91460, 3.7173, 1
31.15, 2.61450, 0.29520, 6.4064, 1
29.47, 2.61450, 0.43650, 4.6039, 1
27.77, 2.61450, 0.47010, 4.2221, 1
43.34, 2.61450, 0.92630, 3.6756, 1
30.91, 2.62650, 0.38800, 5.2103, 1
27.4, 2.62650, 0.41640, 4.5534, 1
29.79, 2.62650, 0.51170, 4.2079, 1
42.45, 2.62650, 0.98440, 3.5250, 1
37.41, 2.62650, 1.28710, 2.7920, 1
41.37, 2.63860, 1.17200, 3.1532, 1
39.2, 2.63860, 1.83470, 2.3360, 1
37.24, 2.65060, 1.21470, 2.9144, 1
37.07, 2.75900, 0.93990, 3.5437, 1
36.9, 2.77110, 0.62960, 4.5276, 1
36.25, 2.78310, 0.38130, 6.5096, 1
27.4, 2.78310, 0.75840, 3.4027, 1
35.16, 2.79520, 0.25670, 8.6743, 1
28.74, 2.79520, 0.36370, 5.6856, 1
34.13, 2.80720, 0.21860, 9.6503, 1
29.79, 2.80720, 2.29340, 1.7993, 1
33.57, 2.81930, 0.23410, 9.1060, 1
32.38, 2.81930, 0.34680, 6.5490, 1
33.03, 2.83130, 0.26240, 8.2938, 1
32, 2.83130, 0.48310, 5.0803, 1
51.85, 2.87950, 0.63760, 6.0820, 1
49.95, 2.89160, 0.57880, 6.4081, 1
54.25, 2.89160, 0.71950, 5.7767, 1
49.05, 2.90360, 0.55350, 6.5827, 1
55.35, 2.90360, 0.75140, 5.7109, 1
48.76, 2.91570, 0.54770, 6.6482, 1
48.47, 2.92770, 0.54080, 6.7255, 1
68.27, 2.96390, 0.57580, 8.4958, 1
66.6, 2.97590, 0.54230, 8.7824, 1
74.47, 2.97590, 0.93990, 6.2719, 1
66.07, 2.98800, 0.54140, 8.7942, 1
75.16, 2.98800, 0.99290, 6.0926, 1
64.5, 3.00000, 0.55210, 8.5586, 1
30.45, 3.01200, 0.21520, 9.9645, 1
63.01, 3.01200, 0.59180, 8.0192, 1
31.03, 3.02410, 0.18410, 11.3911, 1
30.12, 3.02410, 0.22220, 9.7042, 1
61.59, 3.02410, 0.64990, 7.3790, 1
31.15, 3.03610, 0.19610, 10.9799, 1
28.95, 3.03610, 0.27090, 8.1408, 1
60.68, 3.03610, 0.69470, 6.9729, 1
31.75, 3.04820, 0.22860, 10.0029, 1
59.36, 3.04820, 0.75170, 6.4918, 1
32.25, 3.06020, 0.24590, 9.6363, 1
58.94, 3.06020, 0.77030, 6.3740, 1
32.9, 3.07230, 0.27070, 9.1499, 1
33.03, 3.08430, 0.26900, 9.2777, 1
42.23, 3.09640, 0.29830, 10.3874, 1
33.17, 3.09640, 0.26430, 9.4881, 1
37.58, 3.10840, 0.14330, 15.2104, 1
33.3, 3.10840, 0.25700, 9.7778, 1
44.04, 3.10840, 0.34970, 9.5691, 1
37.24, 3.12050, 0.12450, 16.0944, 1
33.57, 3.12050, 0.23690, 10.5162, 1
44.76, 3.12050, 0.36970, 9.3426, 1
37.07, 3.13250, 0.11880, 16.3855, 1
33.71, 3.13250, 0.22690, 10.9463, 1
45.01, 3.13250, 0.37780, 9.2828, 1
36.74, 3.14460, 0.12520, 16.0726, 1
33.99, 3.14460, 0.20700, 11.8075, 1
45.26, 3.14460, 0.38530, 9.2365, 1
35.31, 3.15660, 0.15420, 14.4697, 1
31.03, 3.28920, 0.66930, 4.8768, 1
33.3, 3.30120, 0.32170, 9.0318, 1
31.15, 3.30120, 0.52250, 5.9111, 1
31.27, 3.31330, 0.49020, 6.2621, 1
33.17, 3.32530, 0.32880, 8.9535, 1
31.75, 3.32530, 0.48150, 6.4609, 1
33.03, 3.33730, 0.33290, 8.8911, 1
30.91, 3.34940, 0.98090, 3.8964, 1
27.31, 3.40960, 1.27670, 3.1751, 1
30.8, 3.42170, 0.81160, 4.4888, 1
27.4, 3.42170, 1.26530, 3.2117, 1
27.49, 3.43370, 1.23060, 3.2845, 1
27.58, 3.44580, 1.17320, 3.3977, 1
27.68, 3.45780, 1.09690, 3.5537, 1
30.68, 3.46990, 0.70060, 5.0546, 1
29.36, 3.48190, 0.37010, 7.9931, 1
34.28, 3.67470, 0.60180, 6.7309, 1
34.13, 3.68670, 0.57210, 7.0111, 1
35.01, 3.68670, 0.82830, 5.3841, 1
33.85, 3.69880, 0.50840, 7.6660, 1
35.16, 3.69880, 0.89940, 5.1069, 1
33.57, 3.71080, 0.45880, 8.2830, 1
33.3, 3.72290, 0.43030, 8.6895, 1
35.31, 3.72290, 0.98750, 4.8357, 1
33.17, 3.73490, 0.42290, 8.8218, 1
33.03, 3.74700, 0.41900, 8.9022, 1
35.46, 3.74700, 1.08490, 4.5869, 1
32.9, 3.75900, 0.41870, 8.9229, 1
27.68, 3.77110, 0.31580, 9.7445, 1
28.06, 3.78310, 0.34860, 9.1764, 1
28.35, 3.79520, 0.38060, 8.6909, 1
32.77, 3.80720, 0.42960, 8.8947, 1
28.54, 3.80720, 0.40590, 8.3563, 1
28.64, 3.81930, 0.42160, 8.1782, 1
28.84, 3.83130, 0.45580, 7.7826, 1
28.95, 3.84340, 0.48150, 7.5180, 1
29.15, 3.85540, 0.56210, 6.7437, 1
32.64, 3.86750, 0.43930, 8.9286, 1
29.26, 3.86750, 0.63190, 6.2085, 1
29.36, 3.87950, 0.72920, 5.6052, 1
29.68, 3.89160, 1.13750, 4.1660, 1
32.51, 3.90360, 0.42820, 9.2071, 1
30.34, 3.90360, 1.34170, 3.8382, 1
30.68, 3.91570, 1.10560, 4.3643, 1
32.25, 3.92770, 0.38610, 9.9933, 1
31.03, 3.92770, 0.53320, 7.5816, 1
32, 3.93980, 0.37290, 10.2435, 1
31.51, 3.93980, 0.40270, 9.5545, 1
31.75, 3.95180, 0.38310, 10.0256, 1
33.71, 4.01200, 0.66290, 7.0619, 1
33.85, 4.08430, 0.66260, 7.2841, 1
33.99, 4.12050, 0.63790, 7.6259, 1
34.13, 4.14460, 0.61010, 7.9881, 1
34.28, 4.15660, 0.58340, 8.3300, 1
39.77, 4.16870, 0.62460, 8.8986, 1
34.42, 4.18070, 0.56530, 8.6375, 1
27.68, 4.18070, 1.72110, 3.4112, 1
34.56, 4.19280, 0.54820, 8.9112, 1
27.77, 4.19280, 1.73080, 3.4182, 1
34.86, 4.20480, 0.52200, 9.3528, 1
28.25, 4.20480, 2.13430, 3.0627, 1
35.01, 4.21690, 0.51430, 9.5304, 1
28.64, 4.21690, 3.95690, 2.1318, 1
35.16, 4.22890, 0.50850, 9.6868, 1
39.58, 4.22890, 0.62310, 9.0798, 1
28.74, 4.22890, 5.01930, 1.8001, 1
35.31, 4.24100, 0.50400, 9.8257, 1
35.46, 4.25300, 0.50090, 9.9460, 1
35.62, 4.26510, 0.49930, 10.0453, 1
39.38, 4.26510, 0.61240, 9.2867, 1
35.77, 4.27710, 0.49870, 10.1299, 1
39.2, 4.27710, 0.59710, 9.4739, 1
35.93, 4.28920, 0.49850, 10.2097, 1
36.09, 4.30120, 0.49800, 10.2929, 1
39.01, 4.30120, 0.59140, 9.5893, 1
36.25, 4.31330, 0.49700, 10.3857, 1
38.83, 4.31330, 0.59060, 9.6058, 1
37.24, 4.33730, 0.48480, 10.8754, 1
36.41, 4.33730, 0.49790, 10.4923, 1
38.64, 4.33730, 0.59600, 9.5862, 1
37.07, 4.34940, 0.47130, 11.1072, 1
36.57, 4.34940, 0.49460, 10.6214, 1
36.9, 4.36140, 0.47750, 11.0114, 1
30.23, 4.40960, 0.84890, 6.2081, 1
30.45, 4.42170, 0.83840, 6.3302, 1
30.57, 4.43370, 0.84520, 6.3356, 1
30.68, 4.44580, 0.86300, 6.2787, 1
30.8, 4.46990, 0.91220, 6.0839, 1
31.27, 4.48190, 2.63450, 3.0968, 1
31.39, 4.49400, 2.47820, 3.2285, 1
30.91, 4.50600, 1.07780, 5.4394, 1
31.51, 4.50600, 2.26600, 3.4202, 1
31.63, 4.51810, 2.01300, 3.6816, 1
31.75, 4.53010, 1.74850, 4.0202, 1
