12894 , 4, online, outline
31.27, 2.09640, 0.04350, 7.7146, 1
41.37, 2.10840, 0.05310, 8.5983, 1
30.57, 2.10840, 0.04240, 7.8420, 1
78.77, 2.10840, 0.14700, 5.5429, 1
61.13, 2.10840, 0.17440, 3.9871, 1
40.96, 2.12050, 0.05350, 8.5324, 1
30.12, 2.12050, 0.04220, 7.8604, 1
29.05, 2.12050, 0.04150, 7.6798, 1
60.24, 2.12050, 0.16960, 4.0347, 1
40.16, 2.13250, 0.05340, 8.4629, 1
27.13, 2.13250, 0.03840, 7.8528, 1
29.26, 2.13250, 0.04210, 7.7178, 1
77.28, 2.13250, 0.14780, 5.5313, 1
59.36, 2.13250, 0.16570, 4.0770, 1
39.77, 2.14460, 0.05360, 8.4462, 1
26.26, 2.14460, 0.03660, 8.1089, 1
75.85, 2.14460, 0.14690, 5.5233, 1
58.51, 2.14460, 0.16250, 4.1132, 1
39.01, 2.15660, 0.05300, 8.4693, 1
57.69, 2.15660, 0.15980, 4.1447, 1
38.64, 2.16870, 0.05290, 8.5190, 1
74.47, 2.16870, 0.14800, 5.5017, 1
56.89, 2.16870, 0.15740, 4.1750, 1
37.93, 2.18070, 0.05170, 8.6679, 1
73.14, 2.18070, 0.14750, 5.4834, 1
56.11, 2.18070, 0.15510, 4.2043, 1
37.24, 2.19280, 0.05020, 8.8747, 1
55.35, 2.19280, 0.15300, 4.2330, 1
36.9, 2.20480, 0.04960, 9.0218, 1
71.86, 2.20480, 0.14850, 5.4669, 1
54.61, 2.20480, 0.15130, 4.2562, 1
36.25, 2.21690, 0.04810, 9.2775, 1
70.62, 2.21690, 0.14790, 5.4539, 1
53.9, 2.21690, 0.14990, 4.2740, 1
35.62, 2.22890, 0.04670, 9.5030, 1
53.19, 2.22890, 0.14910, 4.2835, 1
35.01, 2.24100, 0.04570, 9.6706, 1
69.42, 2.24100, 0.14920, 5.4295, 1
52.51, 2.24100, 0.14850, 4.2892, 1
34.42, 2.25300, 0.04490, 9.7721, 1
68.27, 2.25300, 0.14870, 5.4157, 1
51.85, 2.25300, 0.14810, 4.2898, 1
33.85, 2.26510, 0.04450, 9.8103, 1
67.15, 2.26510, 0.14840, 5.3906, 1
51.2, 2.26510, 0.14800, 4.2862, 1
33.3, 2.27710, 0.04430, 9.7884, 1
50.57, 2.27710, 0.14840, 4.2751, 1
32.77, 2.28920, 0.04440, 9.7102, 1
66.07, 2.28920, 0.14990, 5.3649, 1
49.35, 2.28920, 0.14670, 4.2689, 1
32, 2.30120, 0.04440, 9.5666, 1
65.02, 2.30120, 0.14920, 5.3575, 1
48.76, 2.30120, 0.14620, 4.2734, 1
31.27, 2.31330, 0.04480, 9.3647, 1
64, 2.31330, 0.14870, 5.3475, 1
47.63, 2.31330, 0.14260, 4.3059, 1
30.34, 2.32530, 0.04530, 9.0489, 1
63.01, 2.32530, 0.14840, 5.3325, 1
47.08, 2.32530, 0.14030, 4.3494, 1
29.05, 2.33730, 0.04620, 8.5023, 1
26.95, 2.33730, 0.04400, 8.2537, 1
62.06, 2.33730, 0.14810, 5.3146, 1
46.02, 2.33730, 0.13450, 4.4421, 1
26.43, 2.34940, 0.04400, 8.1587, 1
45.51, 2.34940, 0.13150, 4.5153, 1
89.04, 2.36140, 0.19530, 5.9576, 1
61.13, 2.36140, 0.14930, 5.3008, 1
44.52, 2.36140, 0.12520, 4.6521, 1
87.15, 2.37350, 0.19320, 5.9555, 1
60.24, 2.37350, 0.14860, 5.2995, 1
44.04, 2.37350, 0.12200, 4.7493, 1
59.36, 2.38550, 0.14790, 5.3036, 1
43.57, 2.38550, 0.11940, 4.8381, 1
85.33, 2.39760, 0.19380, 5.9276, 1
58.51, 2.39760, 0.14690, 5.3150, 1
42.67, 2.39760, 0.11340, 5.0217, 1
57.69, 2.40960, 0.14590, 5.3290, 1
42.23, 2.40960, 0.11120, 5.1160, 1
83.59, 2.42170, 0.19520, 5.8755, 1
56.89, 2.42170, 0.14490, 5.3472, 1
41.37, 2.42170, 0.10630, 5.2973, 1
40.55, 2.43370, 0.10210, 5.4679, 1
56.11, 2.43370, 0.14370, 5.3698, 1
81.92, 2.44580, 0.19730, 5.8031, 1
39.77, 2.44580, 0.09850, 5.6272, 1
55.35, 2.44580, 0.14240, 5.4010, 1
39.01, 2.45780, 0.09510, 5.7843, 1
80.31, 2.45780, 0.19730, 5.7375, 1
54.61, 2.45780, 0.14090, 5.4420, 1
38.28, 2.46990, 0.09180, 5.9628, 1
53.19, 2.46990, 0.13590, 5.5579, 1
37.24, 2.48190, 0.08630, 6.2676, 1
78.77, 2.48190, 0.19950, 5.6693, 1
52.51, 2.48190, 0.13390, 5.6273, 1
36.25, 2.49400, 0.08040, 6.6840, 1
51.85, 2.49400, 0.13200, 5.6983, 1
77.28, 2.49400, 0.19950, 5.6117, 1
35.31, 2.50600, 0.07490, 7.1256, 1
50.57, 2.50600, 0.12730, 5.8317, 1
34.42, 2.51810, 0.07110, 7.4495, 1
49.95, 2.51810, 0.12530, 5.9204, 1
75.85, 2.51810, 0.20150, 5.5525, 1
33.57, 2.53010, 0.06910, 7.5674, 1
49.35, 2.53010, 0.12340, 6.0029, 1
74.47, 2.53010, 0.20140, 5.5045, 1
33.3, 2.54220, 0.06930, 7.5469, 1
48.19, 2.54220, 0.11930, 6.1426, 1
73.14, 2.54220, 0.20150, 5.4533, 1
32.25, 2.55420, 0.06930, 7.3448, 1
47.63, 2.55420, 0.11780, 6.2165, 1
31.51, 2.56630, 0.07110, 7.0139, 1
46.54, 2.56630, 0.11430, 6.3351, 1
71.86, 2.56630, 0.20340, 5.4046, 1
30.57, 2.57830, 0.07470, 6.4421, 1
46.02, 2.57830, 0.11310, 6.3999, 1
70.62, 2.57830, 0.20310, 5.3689, 1
45.01, 2.59040, 0.11060, 6.4760, 1
69.42, 2.59040, 0.20240, 5.3433, 1
28.84, 2.59040, 0.08420, 5.3371, 1
44.52, 2.60240, 0.10990, 6.5125, 1
68.27, 2.60240, 0.20150, 5.3271, 1
26.26, 2.60240, 0.08690, 4.7747, 1
43.57, 2.61450, 0.10820, 6.5343, 1
67.15, 2.61450, 0.20030, 5.3204, 1
43.12, 2.62650, 0.10790, 6.5430, 1
66.07, 2.62650, 0.19890, 5.3189, 1
42.67, 2.63860, 0.10810, 6.5248, 1
65.02, 2.63860, 0.19750, 5.3203, 1
41.8, 2.65060, 0.10720, 6.4976, 1
64, 2.65060, 0.19600, 5.3251, 1
40.96, 2.66270, 0.10650, 6.4620, 1
63.01, 2.66270, 0.19440, 5.3359, 1
40.16, 2.67470, 0.10580, 6.4337, 1
62.06, 2.67470, 0.19260, 5.3538, 1
39.38, 2.68670, 0.10490, 6.4151, 1
61.13, 2.68670, 0.19050, 5.3792, 1
38.28, 2.69880, 0.10260, 6.4356, 1
60.24, 2.69880, 0.18850, 5.4059, 1
37.24, 2.71080, 0.10060, 6.4441, 1
59.36, 2.71080, 0.18660, 5.4318, 1
36.25, 2.72290, 0.09940, 6.3952, 1
58.51, 2.72290, 0.18490, 5.4521, 1
35.01, 2.73490, 0.09900, 6.2358, 1
57.69, 2.73490, 0.18340, 5.4696, 1
33.85, 2.74700, 0.09890, 6.0645, 1
56.89, 2.74700, 0.18200, 5.4850, 1
31.27, 2.75900, 0.09330, 5.9839, 1
55.35, 2.75900, 0.17770, 5.5144, 1
29.47, 2.77110, 0.08610, 6.1874, 1
54.61, 2.77110, 0.17650, 5.5267, 1
53.9, 2.78310, 0.17550, 5.5321, 1
52.51, 2.79520, 0.17250, 5.5312, 1
51.85, 2.80720, 0.17170, 5.5371, 1
51.2, 2.81930, 0.17090, 5.5406, 1
49.95, 2.83130, 0.16830, 5.5351, 1
49.35, 2.84340, 0.16800, 5.5241, 1
48.19, 2.85540, 0.16610, 5.4996, 1
47.63, 2.86750, 0.16600, 5.4831, 1
46.54, 2.87950, 0.16490, 5.4401, 1
46.02, 2.89160, 0.16520, 5.4123, 1
45.01, 2.90360, 0.16450, 5.3583, 1
44.52, 2.91570, 0.16490, 5.3299, 1
44.04, 2.92770, 0.16550, 5.2960, 1
43.12, 2.93980, 0.16520, 5.2337, 1
42.67, 2.95180, 0.16610, 5.1958, 1
41.8, 2.96390, 0.16580, 5.1392, 1
41.37, 2.97590, 0.16640, 5.1107, 1
40.55, 2.98800, 0.16530, 5.0841, 1
39.38, 3.00000, 0.16050, 5.1251, 1
38.64, 3.01200, 0.15540, 5.2346, 1
26.6, 3.01200, 0.10720, 5.2255, 1
27.49, 3.02410, 0.10300, 5.6897, 1
37.58, 3.02410, 0.14440, 5.5376, 1
89.04, 3.03610, 0.28270, 6.9650, 1
33.85, 3.03610, 0.11050, 6.7359, 1
31.03, 3.03610, 0.10910, 6.1714, 1
29.26, 3.03610, 0.10680, 5.9090, 1
32.77, 3.04820, 0.10930, 6.6265, 1
29.68, 3.04820, 0.10890, 5.9281, 1
87.15, 3.06020, 0.27780, 7.0657, 1
85.33, 3.07230, 0.27090, 7.1681, 1
83.59, 3.08430, 0.26440, 7.2679, 1
81.92, 3.10840, 0.26000, 7.3737, 1
80.31, 3.12050, 0.25370, 7.4864, 1
78.77, 3.13250, 0.24720, 7.6131, 1
77.28, 3.15660, 0.24270, 7.7472, 1
75.85, 3.16870, 0.23640, 7.8917, 1
74.47, 3.18070, 0.23040, 8.0336, 1
73.14, 3.19280, 0.22450, 8.1785, 1
71.86, 3.20480, 0.21900, 8.3203, 1
70.62, 3.21690, 0.21360, 8.4677, 1
69.42, 3.22890, 0.20850, 8.6133, 1
68.27, 3.24100, 0.20350, 8.7615, 1
67.15, 3.25300, 0.19890, 8.9030, 1
65.02, 3.26510, 0.18890, 9.1714, 1
26.26, 3.27710, 0.06140, 11.5129, 1
64, 3.27710, 0.18500, 9.2980, 1
26.95, 3.28920, 0.06790, 10.8049, 1
63.01, 3.28920, 0.18140, 9.4188, 1
27.68, 3.30120, 0.07200, 10.5484, 1
61.13, 3.30120, 0.17340, 9.6474, 1
28.44, 3.31330, 0.07420, 10.5982, 1
59.36, 3.31330, 0.16650, 9.8428, 1
29.05, 3.32530, 0.07540, 10.7313, 1
58.51, 3.32530, 0.16390, 9.9293, 1
29.47, 3.33730, 0.07640, 10.8204, 1
56.89, 3.33730, 0.15820, 10.0791, 1
30.12, 3.34940, 0.07810, 10.8920, 1
55.35, 3.34940, 0.15310, 10.2103, 1
30.34, 3.36140, 0.07910, 10.9044, 1
53.9, 3.36140, 0.14860, 10.3180, 1
30.8, 3.37350, 0.08100, 10.8926, 1
51.85, 3.37350, 0.14210, 10.4582, 1
31.51, 3.38550, 0.08390, 10.8391, 1
49.95, 3.38550, 0.13600, 10.6009, 1
32.25, 3.39760, 0.08690, 10.7894, 1
47.63, 3.39760, 0.12870, 10.7571, 1
45.01, 3.40960, 0.11960, 11.0103, 1
34.42, 3.40960, 0.09200, 10.9499, 1
35.93, 3.42170, 0.09220, 11.4457, 1
42.67, 3.42170, 0.10950, 11.4398, 1
38.64, 3.43370, 0.09380, 12.0817, 1
26.43, 3.98800, 0.16340, 6.0348, 1
26.6, 4.00000, 0.16060, 6.2501, 1
26.77, 4.01200, 0.15900, 6.4164, 1
26.95, 4.02410, 0.15820, 6.5518, 1
27.31, 4.03610, 0.15760, 6.7340, 1
27.49, 4.04820, 0.15890, 6.7710, 1
27.68, 4.06020, 0.16080, 6.7733, 1
27.86, 4.07230, 0.16330, 6.7513, 1
28.06, 4.08430, 0.16630, 6.7075, 1
28.25, 4.09640, 0.16990, 6.6410, 1
28.44, 4.12050, 0.17510, 6.5508, 1
28.64, 4.13250, 0.17980, 6.4444, 1
28.84, 4.14460, 0.18500, 6.3293, 1
29.05, 4.15660, 0.19040, 6.2091, 1
29.26, 4.16870, 0.19630, 6.0859, 1
29.47, 4.18070, 0.20260, 5.9573, 1
29.68, 4.20480, 0.21020, 5.8373, 1
29.9, 4.21690, 0.21650, 5.7303, 1
30.12, 4.22890, 0.22250, 5.6385, 1
30.34, 4.25300, 0.22950, 5.5645, 1
30.57, 4.26510, 0.23480, 5.5063, 1
30.8, 4.27710, 0.23970, 5.4630, 1
31.03, 4.30120, 0.24520, 5.4418, 1
31.27, 4.31330, 0.24840, 5.4414, 1
31.51, 4.33730, 0.25260, 5.4544, 1
31.75, 4.34940, 0.25480, 5.4799, 1
26.26, 4.36140, 0.19270, 6.0920, 1
32, 4.36140, 0.25690, 5.5099, 1
26.43, 4.37350, 0.19830, 5.9754, 1
32.25, 4.38550, 0.26020, 5.5471, 1
26.6, 4.39760, 0.20490, 5.8711, 1
32.51, 4.39760, 0.26190, 5.5885, 1
26.77, 4.40960, 0.21030, 5.7791, 1
26.95, 4.42170, 0.21600, 5.6868, 1
32.77, 4.42170, 0.26530, 5.6256, 1
33.03, 4.43370, 0.26740, 5.6582, 1
33.3, 4.44580, 0.27030, 5.6762, 1
27.13, 4.44580, 0.22260, 5.6080, 1
33.57, 4.46990, 0.27530, 5.6811, 1
27.31, 4.46990, 0.22950, 5.5297, 1
33.85, 4.48190, 0.27940, 5.6721, 1
27.49, 4.48190, 0.23480, 5.4661, 1
34.13, 4.49400, 0.28470, 5.6414, 1
27.68, 4.50600, 0.24160, 5.4034, 1
34.42, 4.51810, 0.29260, 5.5912, 1
34.71, 4.53010, 0.30040, 5.5142, 1
27.86, 4.53010, 0.24860, 5.3408, 1
28.06, 4.54220, 0.25420, 5.2847, 1
35.01, 4.55420, 0.31150, 5.4161, 1
35.31, 4.56630, 0.32250, 5.2994, 1
28.25, 4.56630, 0.26120, 5.2344, 1
28.44, 4.59040, 0.26810, 5.1890, 1
35.62, 4.59040, 0.33720, 5.1659, 1
35.93, 4.60240, 0.35200, 5.0216, 1
28.64, 4.61450, 0.27510, 5.1459, 1
36.25, 4.62650, 0.37100, 4.8687, 1
28.84, 4.63860, 0.28210, 5.1062, 1
36.57, 4.63860, 0.38990, 4.7199, 1
29.05, 4.66270, 0.28910, 5.0717, 1
36.9, 4.66270, 0.41230, 4.5799, 1
37.24, 4.67470, 0.43360, 4.4553, 1
29.26, 4.69880, 0.29730, 5.0456, 1
37.58, 4.69880, 0.45810, 4.3446, 1
37.93, 4.71080, 0.48110, 4.2476, 1
29.47, 4.72290, 0.30350, 5.0299, 1
38.28, 4.73490, 0.50660, 4.1662, 1
29.68, 4.74700, 0.30970, 5.0161, 1
38.64, 4.75900, 0.53160, 4.0998, 1
39.01, 4.77110, 0.55160, 4.0517, 1
29.9, 4.78310, 0.31730, 5.0081, 1
39.38, 4.78310, 0.56980, 4.0153, 1
30.12, 4.80720, 0.32310, 5.0037, 1
39.77, 4.80720, 0.58860, 3.9909, 1
40.16, 4.81930, 0.60380, 3.9709, 1
26.26, 4.83130, 0.28330, 5.0237, 1
26.43, 4.84340, 0.28620, 5.0299, 1
30.34, 4.84340, 0.33040, 5.0043, 1
40.55, 4.84340, 0.61990, 3.9590, 1
40.96, 4.85540, 0.63110, 3.9536, 1
26.6, 4.86750, 0.29070, 5.0342, 1
30.57, 4.86750, 0.33590, 5.0081, 1
41.37, 4.87950, 0.64330, 3.9550, 1
26.77, 4.89160, 0.29640, 5.0199, 1
41.8, 4.89160, 0.65100, 3.9609, 1
30.8, 4.90360, 0.34340, 5.0095, 1
42.23, 4.90360, 0.65950, 3.9648, 1
26.95, 4.91570, 0.30320, 4.9903, 1
31.03, 4.92770, 0.34960, 5.0070, 1
42.67, 4.92770, 0.67330, 3.9639, 1
27.13, 4.93980, 0.31070, 4.9517, 1
43.12, 4.93980, 0.68590, 3.9581, 1
31.27, 4.96390, 0.35800, 4.9995, 1
27.31, 4.96390, 0.31890, 4.9079, 1
43.57, 4.96390, 0.70360, 3.9487, 1
44.04, 4.97590, 0.71910, 3.9378, 1
78.77, 2.01200, 0.16860, 7.4245, 1
27.31, 2.01200, 0.07140, 6.4927, 1
53.9, 2.01200, 0.18210, 5.6117, 1
36.25, 2.01200, 0.12950, 5.4635, 1
31.75, 2.01200, 0.13120, 5.1393, 1
45.51, 2.01200, 0.48680, 3.9396, 1
26.77, 2.02410, 0.06020, 7.2315, 1
35.62, 2.02410, 0.11780, 5.7072, 1
53.19, 2.02410, 0.17950, 5.6504, 1
31.03, 2.02410, 0.14020, 5.0004, 1
45.01, 2.02410, 0.42690, 4.1066, 1
77.28, 2.03610, 0.16800, 7.4689, 1
26.43, 2.03610, 0.06460, 6.8915, 1
35.01, 2.03610, 0.10880, 5.9421, 1
51.85, 2.03610, 0.17050, 5.7619, 1
30.34, 2.03610, 0.14310, 4.9501, 1
44.52, 2.03610, 0.37490, 4.2610, 1
75.85, 2.04820, 0.16610, 7.4936, 1
34.42, 2.04820, 0.10220, 6.1420, 1
51.2, 2.04820, 0.16580, 5.8461, 1
29.9, 2.04820, 0.14260, 4.9506, 1
33.85, 2.06020, 0.09880, 6.2470, 1
50.57, 2.06020, 0.16130, 5.9331, 1
29.26, 2.06020, 0.14500, 4.9100, 1
74.47, 2.07230, 0.16470, 7.5666, 1
33.57, 2.07230, 0.09960, 6.2308, 1
49.35, 2.07230, 0.14950, 6.1517, 1
28.84, 2.07230, 0.16330, 4.7438, 1
43.57, 2.07230, 0.29320, 4.5445, 1
73.14, 2.08430, 0.16210, 7.6174, 1
48.76, 2.08430, 0.14690, 6.2153, 1
33.03, 2.08430, 0.10560, 6.0022, 1
43.12, 2.08430, 0.26200, 4.6720, 1
28.25, 2.08430, 0.19940, 4.5050, 1
32.51, 2.09640, 0.11760, 5.6504, 1
47.08, 2.09640, 0.17100, 5.6399, 1
27.13, 2.09640, 0.13150, 4.9999, 1
42.67, 2.09640, 0.23870, 4.7888, 1
71.86, 2.10840, 0.16060, 7.6974, 1
31.75, 2.10840, 0.12210, 5.5138, 1
26.77, 2.10840, 0.10840, 5.3840, 1
46.02, 2.10840, 0.21000, 5.1287, 1
41.8, 2.10840, 0.20580, 4.9927, 1
70.62, 2.12050, 0.15830, 7.7475, 1
30.57, 2.12050, 0.12190, 5.4495, 1
40.96, 2.12050, 0.18650, 5.1550, 1
26.43, 2.12050, 0.12430, 5.0923, 1
45.01, 2.12050, 0.27240, 4.7183, 1
29.68, 2.13250, 0.10640, 5.7811, 1
40.55, 2.13250, 0.17960, 5.2346, 1
69.42, 2.14460, 0.15800, 7.7900, 1
29.26, 2.14460, 0.10040, 5.9566, 1
39.38, 2.14460, 0.16470, 5.3895, 1
68.27, 2.15660, 0.15630, 7.8199, 1
28.84, 2.15660, 0.09980, 5.9653, 1
38.64, 2.15660, 0.15950, 5.4494, 1
67.15, 2.16870, 0.15580, 7.8059, 1
28.44, 2.16870, 0.10370, 5.8334, 1
35.31, 2.16870, 0.14610, 5.4707, 1
38.28, 2.16870, 0.15930, 5.4565, 1
56.11, 2.16870, nan, 0.3251, 1
34.42, 2.18070, 0.12780, 5.8098, 1
27.86, 2.18070, 0.10810, 5.6764, 1
55.35, 2.18070, nan, 0.3018, 1
66.07, 2.19280, 0.15680, 7.8014, 1
33.85, 2.19280, 0.11810, 6.0522, 1
26.77, 2.19280, 0.09700, 5.9246, 1
54.61, 2.19280, nan, 0.2881, 1
65.02, 2.20480, 0.15740, 7.7529, 1
33.3, 2.20480, 0.11320, 6.1861, 1
26.26, 2.20480, 0.09200, 6.0740, 1
53.19, 2.20480, nan, 0.2879, 1
64, 2.21690, 0.15910, 7.6633, 1
32.77, 2.21690, 0.11600, 6.0785, 1
52.51, 2.21690, nan, 0.2954, 1
32, 2.22890, 0.11340, 6.1116, 1
51.85, 2.22890, nan, 0.3049, 1
63.01, 2.24100, 0.16260, 7.5775, 1
31.51, 2.24100, 0.10650, 6.3296, 1
47.08, 2.24100, 2.95920, 1.4527, 1
51.2, 2.24100, nan, 0.3134, 1
62.06, 2.25300, 0.16530, 7.4643, 1
31.03, 2.25300, 0.10340, 6.4281, 1
44.04, 2.25300, 1.35730, 2.7079, 1
47.63, 2.25300, 4.16180, 1.1520, 1
50.57, 2.25300, nan, 0.3084, 1
61.13, 2.26510, 0.16900, 7.3262, 1
30.8, 2.26510, 0.10550, 6.3580, 1
34.42, 2.26510, 0.29800, 4.4643, 1
43.12, 2.26510, 1.09170, 3.0552, 1
48.19, 2.26510, nan, 0.7724, 1
60.24, 2.27710, 0.17380, 7.1648, 1
30.12, 2.27710, 0.11390, 6.0334, 1
34.13, 2.27710, 0.31620, 4.4027, 1
42.67, 2.27710, 0.97640, 3.2255, 1
29.68, 2.28920, 0.12330, 5.7625, 1
33.85, 2.28920, 0.33350, 4.3474, 1
33.3, 2.28920, 0.33410, 4.3272, 1
41.8, 2.28920, 0.79930, 3.4990, 1
59.36, 2.30120, 0.18110, 6.9975, 1
29.26, 2.30120, 0.13200, 5.5546, 1
28.25, 2.30120, 0.13390, 5.4265, 1
32.77, 2.30120, 0.28820, 4.4815, 1
41.37, 2.30120, 0.73920, 3.6088, 1
58.51, 2.31330, 0.18690, 6.8316, 1
27.49, 2.31330, 0.12460, 5.5712, 1
32.51, 2.31330, 0.27340, 4.5410, 1
40.55, 2.31330, 0.67070, 3.7296, 1
78.77, 2.32530, 0.16030, 9.6105, 1
57.69, 2.32530, 0.19350, 6.6623, 1
27.13, 2.32530, 0.12040, 5.6593, 1
32.25, 2.32530, 0.28510, 4.4986, 1
40.16, 2.32530, 0.65850, 3.7553, 1
77.28, 2.33730, 0.15840, 9.6334, 1
56.89, 2.33730, 0.20040, 6.4990, 1
26.95, 2.33730, 0.11310, 5.8619, 1
31.75, 2.33730, 0.36710, 4.2137, 1
39.38, 2.33730, 0.66000, 3.7398, 1
75.85, 2.34940, 0.15680, 9.6452, 1
56.11, 2.34940, 0.20750, 6.3473, 1
31.51, 2.34940, 0.42720, 4.0331, 1
38.64, 2.34940, 0.71040, 3.6266, 1
55.35, 2.36140, 0.21440, 6.2092, 1
31.03, 2.36140, 0.50670, 3.8029, 1
37.93, 2.36140, 0.80870, 3.4331, 1
74.47, 2.37350, 0.15680, 9.6612, 1
54.61, 2.37350, 0.22100, 6.0875, 1
37.24, 2.37350, 0.96550, 3.1627, 1
73.14, 2.38550, 0.15540, 9.6711, 1
53.9, 2.38550, 0.22700, 5.9837, 1
28.25, 2.38550, 0.31860, 4.2888, 1
36.57, 2.38550, 1.17790, 2.8306, 1
71.86, 2.39760, 0.15460, 9.6525, 1
53.19, 2.39760, 0.23190, 5.9026, 1
27.68, 2.39760, 0.26080, 4.4954, 1
35.93, 2.39760, 1.44120, 2.4516, 1
52.51, 2.40960, 0.23500, 5.8508, 1
27.49, 2.40960, 0.27090, 4.4582, 1
35.01, 2.40960, 1.94240, 1.8641, 1
70.62, 2.42170, 0.15510, 9.6449, 1
51.85, 2.42170, 0.23580, 5.8316, 1
69.42, 2.43370, 0.15450, 9.6199, 1
50.57, 2.43370, 0.22530, 5.9298, 1
68.27, 2.44580, 0.15430, 9.5780, 1
49.95, 2.44580, 0.21550, 6.0728, 1
48.76, 2.45780, 0.18960, 6.5063, 1
67.15, 2.46990, 0.15580, 9.5285, 1
47.63, 2.46990, 0.17880, 6.6977, 1
66.07, 2.48190, 0.15610, 9.4691, 1
46.54, 2.48190, 0.18760, 6.4395, 1
65.02, 2.49400, 0.15690, 9.3834, 1
45.51, 2.49400, 0.19760, 6.1918, 1
64, 2.50600, 0.15830, 9.2731, 1
45.01, 2.50600, 0.20430, 6.0666, 1
37.24, 2.50600, 0.42780, 4.3771, 1
63.01, 2.51810, 0.16020, 9.1442, 1
44.04, 2.51810, 0.21290, 5.8862, 1
36.57, 2.51810, 0.41460, 4.4020, 1
62.06, 2.53010, 0.16240, 9.0056, 1
43.12, 2.53010, 0.22220, 5.7161, 1
35.93, 2.53010, 0.42270, 4.3723, 1
61.13, 2.54220, 0.16500, 8.8582, 1
42.67, 2.54220, 0.22950, 5.6204, 1
60.24, 2.55420, 0.16780, 8.7057, 1
41.8, 2.55420, 0.24150, 5.4540, 1
59.36, 2.56630, 0.17100, 8.5460, 1
40.96, 2.56630, 0.25430, 5.3048, 1
58.51, 2.57830, 0.17450, 8.3834, 1
40.55, 2.57830, 0.26370, 5.2252, 1
57.69, 2.59040, 0.17810, 8.2228, 1
39.77, 2.59040, 0.27470, 5.1225, 1
56.89, 2.60240, 0.18180, 8.0675, 1
38.28, 2.60240, 0.26840, 5.1124, 1
56.11, 2.61450, 0.18550, 7.9199, 1
37.58, 2.61450, 0.25250, 5.2146, 1
54.61, 2.62650, 0.19090, 7.6543, 1
36.57, 2.62650, 0.22210, 5.4690, 1
53.9, 2.63860, 0.19450, 7.5300, 1
35.62, 2.63860, 0.19380, 5.8065, 1
53.19, 2.65060, 0.19830, 7.4077, 1
34.13, 2.65060, 0.16110, 6.3354, 1
32.25, 2.66270, 0.11660, 7.6219, 1
52.51, 2.66270, 0.20210, 7.2886, 1
31.75, 2.67470, 0.10800, 8.0197, 1
51.2, 2.67470, 0.20720, 7.0846, 1
31.03, 2.68670, 0.10260, 8.2494, 1
50.57, 2.68670, 0.20980, 7.0086, 1
30.34, 2.69880, 0.10070, 8.2833, 1
29.68, 2.69880, 0.09850, 8.2819, 1
49.95, 2.69880, 0.21070, 6.9721, 1
26.43, 2.71080, 0.07720, 9.2081, 1
27.13, 2.71080, 0.07970, 9.1658, 1
28.44, 2.71080, 0.08580, 8.9737, 1
49.35, 2.71080, 0.20740, 7.0309, 1
27.49, 2.72290, 0.07740, 9.5427, 1
48.76, 2.72290, 0.19670, 7.2767, 1
47.63, 2.73490, 0.16760, 8.0853, 1
46.54, 2.74700, 0.16070, 8.2569, 1
45.51, 2.75900, 0.16280, 8.0909, 1
44.04, 2.77110, 0.16970, 7.7080, 1
42.23, 2.78310, 0.18170, 7.1725, 1
40.16, 2.79520, 0.19840, 6.5809, 1
37.93, 2.80720, 0.20790, 6.2036, 1
36.25, 2.81930, 0.21080, 6.0238, 1
35.01, 2.83130, 0.21290, 5.9018, 1
34.13, 2.83130, 0.20790, 5.8964, 1
33.03, 2.84340, 0.18520, 6.2152, 1
32.51, 2.85540, 0.17140, 6.4867, 1
32.25, 2.86750, 0.17030, 6.5168, 1
31.75, 2.87950, 0.17260, 6.4317, 1
27.31, 2.89160, 0.10120, 8.4561, 1
30.8, 2.89160, 0.16760, 6.4612, 1
54.61, 2.89160, 4.14340, 1.9564, 1
27.49, 2.90360, 0.10070, 8.5888, 1
26.95, 2.90360, 0.10690, 8.0871, 1
55.35, 2.90360, 4.27900, 1.9375, 1
56.11, 2.91570, 4.38440, 1.9330, 1
56.89, 2.92770, 4.45360, 1.9446, 1
57.69, 2.93980, 4.45460, 1.9845, 1
29.9, 3.09640, 0.36390, 4.7925, 1
30.57, 3.10840, 0.32460, 5.0062, 1
28.84, 3.10840, 0.69160, 4.0203, 1
31.27, 3.12050, 0.37980, 4.8157, 1
43.12, 3.12050, 5.61080, 1.3743, 1
31.75, 3.13250, 0.48030, 4.5623, 1
78.77, 3.14460, 0.56490, 6.0535, 1
32, 3.14460, 0.51230, 4.5089, 1
42.23, 3.14460, 3.65780, 2.0209, 1
77.28, 3.15660, 0.56180, 6.0330, 1
32.25, 3.15660, 0.47670, 4.6049, 1
40.16, 3.15660, 1.43870, 3.5200, 1
34.13, 3.16870, 0.24380, 6.1214, 1
75.85, 3.16870, 0.55950, 6.0094, 1
73.14, 3.18070, 0.54190, 6.0204, 1
71.86, 3.19280, 0.53210, 6.0479, 1
70.62, 3.20480, 0.52380, 6.0684, 1
69.42, 3.21690, 0.51750, 6.0774, 1
68.27, 3.22890, 0.51310, 6.0748, 1
67.15, 3.24100, 0.51080, 6.0587, 1
66.07, 3.25300, 0.50920, 6.0390, 1
26.77, 3.26510, 0.11190, 9.3062, 1
65.02, 3.26510, 0.50920, 6.0092, 1
26.95, 3.27710, 0.11330, 9.3154, 1
63.01, 3.27710, 0.50900, 5.9298, 1
