   8924, 3, online, outlier
    42,  2.223, 0.05196, 1
    40,  2.934, 0.08622, 1
    40,  3.167, 0.1005, 1
    40,  2.427, 0.05901, 1
    40,  2.081, 0.04339, 1
    40,  4.578, 0.2099, 1
    40,  4.347, 0.1893, 1
    40,  2.607, 0.0681, 1
    40,  2.232, 0.04991, 1
    38,  2.919, 0.0811, 1
    38,  2.461, 0.05762, 1
    38,  2.094, 0.04172, 1
    38,  4.695, 0.2097, 1
    38,  4.343, 0.1795, 1
    38,  3.161, 0.0951, 1
    38,  2.625, 0.06559, 1
    38,  2.258, 0.04854, 1
    36,  2.886, 0.07509, 1
    36,  3.161, 0.09006, 1
    36,   2.43, 0.05324, 1
    36,  2.477, 0.05533, 1
    36,  4.642, 0.1942, 1
    36,  2.127, 0.0408, 1
    36,  2.255, 0.04586, 1
    36,  4.204, 0.1594, 1
    34,   2.85, 0.06914, 1
    34,   3.06, 0.07973, 1
    34,  2.157, 0.03961, 1
    34,  4.583, 0.1788, 1
    34,  2.367, 0.04769, 1
    34,  2.254, 0.04327, 1
    34,  2.475, 0.05216, 1
    34,  2.004, 0.03419, 1
    34,  4.187, 0.1493, 1
    32,  2.836, 0.06443, 1
    32,  4.051, 0.1315, 1
    32,  2.184, 0.03823, 1
    32,  4.304, 0.1484, 1
    32,  4.196, 0.1411, 1
    32,  3.031, 0.07362, 1
    32,  3.877, 0.1205, 1
    32,   2.37, 0.04502, 1
    32,  4.789, 0.1838, 1
    30,  2.845, 0.06079, 1
    30,  3.041, 0.06947, 1
    30,    4.3, 0.1389, 1
    30,  2.243, 0.03781, 1
    30,  2.144, 0.03452, 1
    30,  2.185, 0.03586, 1
    30,  2.369, 0.04216, 1
    30,  4.895,   0.18, 1
    30,  2.014, 0.03048, 1
    29,   2.83, 0.05815, 1
    29,  2.606, 0.04933, 1
    29,  3.174, 0.07318, 1
    29,  2.679, 0.05212, 1
    29,  4.177, 0.1267, 1
    29,  2.227, 0.03602, 1
    29,  2.098, 0.03196, 1
    29,  2.372, 0.04087, 1
    29,  2.161, 0.03393, 1
    28,  2.811, 0.05539, 1
    28,      3, 0.06311, 1
    28,  2.909, 0.05935, 1
    28,  2.599, 0.04737, 1
    28,  4.231, 0.1255, 1
    28,  2.243, 0.03527, 1
    28,   2.08, 0.03034, 1
    28,  2.381, 0.03974, 1
    28,  2.427, 0.0413, 1
    27,  3.053, 0.06301, 1
    27,  2.795, 0.05282, 1
    27,  2.598, 0.04564, 1
    27,  3.184, 0.06854, 1
    27,  2.901, 0.05692, 1
    27,  2.687, 0.04881, 1
    27,   4.23,  0.121, 1
    27,  2.278, 0.0351, 1
    27,  2.354, 0.03746, 1
    26,  3.078, 0.06169, 1
    26,  2.777, 0.05021, 1
    26,  2.607, 0.04425, 1
    26,  2.685, 0.04694, 1
    26,  4.265, 0.1185, 1
    26,  2.328, 0.03529, 1
    26,  2.081, 0.0282, 1
    26,  2.399, 0.03748, 1
    25,  3.113, 0.06066, 1
    25,  2.618, 0.0429, 1
    25,  2.748, 0.04728, 1
    25,  2.683, 0.04505, 1
    25,  2.902, 0.05273, 1
    25,  4.221, 0.1116, 1
    25,  2.318, 0.03365, 1
    25,  2.055, 0.02643, 1
   100,  3.882, 0.3395, 1
   100,  2.215, 0.1106, 1
   100,   2.66, 0.1595, 1
    95,  4.148, 0.3684, 1
    95,  2.358, 0.1191, 1
    95,  3.142, 0.2113, 1
    90,  4.106, 0.3419, 1
    90,  2.675, 0.1451, 1
    90,  3.176, 0.2046, 1
    85,  3.725, 0.2658, 1
    80,  2.054, 0.07606, 1
    80,  2.477, 0.1106, 1
    80,  2.625, 0.1243, 1
    80,  2.301, 0.09548, 1
    75,  2.601, 0.1144, 1
    70,  2.992, 0.1412, 1
    70,  2.336, 0.08608, 1
    70,   2.23, 0.07841, 1
    70,  3.299, 0.1717, 1
    70,  2.606, 0.1071, 1
    65,  2.516, 0.09274, 1
    65,  2.686, 0.1057, 1
    65,  2.215, 0.07185, 1
    60,  2.141, 0.06198, 1
    55,  2.999, 0.1114, 1
    55,  3.268, 0.1323, 1
    55,  2.303, 0.06576, 1
    55,  2.134, 0.05644, 1
    55,   2.48, 0.07621, 1
    50,  2.537, 0.07249, 1
    50,  2.235, 0.05628, 1
    50,  2.335, 0.06144, 1
    50,  2.671, 0.08037, 1
    50,  2.119, 0.05058, 1
    50,  4.771, 0.2565, 1
    48,  2.582, 0.07208, 1
    48,  2.675, 0.07739, 1
    48,  2.318, 0.05811, 1
    46,  3.111, 0.1003, 1
    46,  3.241, 0.1089, 1
    46,  2.508, 0.06518, 1
    46,  2.569, 0.06844, 1
    46,  2.262, 0.05301, 1
    46,  2.194, 0.04988, 1
    46,  2.337, 0.05663, 1
    44,  3.031, 0.09108, 1
    44,  3.301,  0.108, 1
    44,  2.496, 0.06175, 1
    44,   2.63, 0.06859, 1
    44,  2.164, 0.04641, 1
    42,  3.041, 0.08751, 1
    42,  3.298, 0.1029, 1
    42,  2.531, 0.06061, 1
    42,  2.605, 0.06424, 1
    42,    4.6, 0.2002, 1
    42,  4.459, 0.1881, 1
    42,  2.055, 0.03995, 1
    42,  2.173, 0.04467, 1
    40,  3.064, 0.08461, 1
    40,  3.266, 0.09617, 1
    40,  4.811, 0.2086, 1
    40,  2.269, 0.04642, 1
    40,  2.337, 0.04922, 1
    40,   4.38, 0.1729, 1
    40,  2.016, 0.03664, 1
    40,  2.098, 0.03968, 1
    38,   3.02, 0.07809, 1
    38,  3.263, 0.09116, 1
    38,  2.174, 0.04047, 1
    38,  4.814, 0.1984, 1
    38,  2.078, 0.03698, 1
    38,   2.32, 0.04609, 1
    36,  3.018, 0.07387, 1
    36,  3.268, 0.08663, 1
    36,  2.607, 0.05513, 1
    36,  2.717, 0.05987, 1
    36,  2.406, 0.04696, 1
    34,  2.964, 0.0673, 1
    34,  3.105, 0.07386, 1
    34,  4.629, 0.1642, 1
    34,   4.15,  0.132, 1
    34,  2.252, 0.03886, 1
    32,  2.868, 0.0593, 1
    32,  3.074, 0.06814, 1
    32,  4.318, 0.1344, 1
    32,  4.093, 0.1208, 1
    32,   2.15, 0.03332, 1
    32,  2.073, 0.03098, 1
    32,  2.254, 0.03663, 1
    30,  2.832, 0.05421, 1
    30,  3.047, 0.06274, 1
    30,  2.502, 0.0423, 1
    30,  2.595, 0.04552, 1
    30,  2.168, 0.03178, 1
    30,  4.615,  0.144, 1
    30,  2.081, 0.02928, 1
    30,  4.202, 0.1194, 1
    30,  2.321, 0.03641, 1
    29,   2.82, 0.05198, 1
    29,   3.02, 0.0596, 1
    29,  2.172, 0.03083, 1
    29,  4.601, 0.1384, 1
    29,   2.08, 0.02828, 1
    29,  3.955, 0.1022, 1
    29,   3.82, 0.09538, 1
    29,  4.203, 0.1154, 1
    29,  2.328, 0.03541, 1
    28,  2.808, 0.04974, 1
    28,  3.021, 0.05758, 1
    28,  2.192, 0.03032, 1
    28,  3.961, 0.09897, 1
    28,  4.403, 0.1223, 1
    28,  3.816, 0.09188, 1
    28,  4.183, 0.1104, 1
    28,  2.309, 0.03365, 1
    28,   2.08, 0.0273, 1
    27,  2.807, 0.04794, 1
    27,  3.019, 0.05545, 1
    27,  2.437, 0.03613, 1
    27,  3.959, 0.09537, 1
    27,   3.84, 0.08973, 1
    27,   2.19, 0.02919, 1
    27,  2.534, 0.03906, 1
    27,  4.494, 0.1229, 1
    27,  2.304, 0.03229, 1
    26,  2.805, 0.04611, 1
    26,  3.013, 0.05317, 1
    26,  2.427, 0.03452, 1
    26,  4.032, 0.09526, 1
    26,  2.004, 0.02353, 1
    26,  2.146, 0.02697, 1
    26,  3.712, 0.08072, 1
    26,  4.691, 0.1289, 1
    26,  2.078, 0.02529, 1
    25,   2.78, 0.04353, 1
    25,  3.039, 0.05203, 1
    25,  2.469, 0.03433, 1
    25,  3.886, 0.08506, 1
    25,  2.011, 0.02279, 1
    25,  2.102, 0.02489, 1
    25,  2.071, 0.02416, 1
    25,   2.59, 0.03778, 1
    25,  2.319, 0.0303, 1
   100,  2.769, 0.1863, 1
   100,  2.019, 0.09904, 1
    95,  4.865, 0.5463, 1
    95,  2.668, 0.1643, 1
    95,  3.371, 0.2623, 1
    95,  2.077, 0.09957, 1
    90,  3.525, 0.2718, 1
    85,  3.474, 0.2492, 1
    85,  2.243, 0.1039, 1
    80,  3.424, 0.2279, 1
    75,  3.413, 0.2123, 1
    70,  4.124, 0.2893, 1
    70,   2.83, 0.1362, 1
    70,  3.101, 0.1636, 1
    70,  2.013, 0.0689, 1
    70,   2.31, 0.09078, 1
    65,  3.906, 0.2411, 1
    65,   2.17, 0.07438, 1
    60,  3.485, 0.1771, 1
    60,  2.298, 0.07701, 1
    55,  2.274, 0.06909, 1
    50,  2.091, 0.05311, 1
    48,  3.405, 0.1353, 1
    48,  2.155, 0.05415, 1
    46,  2.376, 0.06308, 1
    46,  2.461, 0.06772, 1
    46,  2.147, 0.05155, 1
    44,  2.935, 0.09208, 1
    44,  3.278, 0.1149, 1
    44,  2.143, 0.0491, 1
    44,  2.227, 0.05303, 1
    42,  3.016, 0.09286, 1
    42,  3.248, 0.1077, 1
    42,  2.055, 0.04312, 1
    40,  3.355, 0.1094, 1
    40,  2.128, 0.04403, 1
    40,  2.254, 0.04939, 1
    38,  3.021, 0.08426, 1
    38,  3.119, 0.08986, 1
    38,  2.124, 0.04167, 1
    38,  2.217, 0.04539, 1
    36,  2.923, 0.07472, 1
    36,  3.204, 0.08982, 1
    36,  2.026, 0.03592, 1
    36,  2.395, 0.05018, 1
    36,  2.268, 0.04499, 1
    36,  2.464, 0.05311, 1
    34,  2.002, 0.03311, 1
    34,  2.282, 0.04303, 1
    34,   2.16, 0.03856, 1
    34,  2.377, 0.04668, 1
    32,  2.823, 0.06198, 1
    32,  3.078, 0.07367, 1
    32,   4.58, 0.1631, 1
    32,   2.01, 0.0314, 1
    32,  2.174, 0.03674, 1
    32,  4.233, 0.1393, 1
    30,  2.154, 0.03383, 1
    30,  2.408, 0.04226, 1
    30,  2.455, 0.04394, 1
    30,   2.05, 0.03064, 1
    30,   4.93, 0.1772, 1
    30,   2.28, 0.0379, 1
    29,  2.829, 0.05641, 1
    29,  3.014, 0.06401, 1
    29,  2.435, 0.04177, 1
    29,  2.051, 0.02964, 1
    29,  2.493, 0.04378, 1
    29,   2.32, 0.03793, 1
    28,  2.792, 0.05304, 1
    28,  4.693, 0.1498, 1
    28,  2.043, 0.02841, 1
    28,  4.149, 0.1172, 1
    28,  2.152, 0.03151, 1
    28,  3.036, 0.06272, 1
    27,  2.804, 0.05158, 1
    27,  3.029, 0.06018, 1
    27,  4.378, 0.1258, 1
    27,  4.235, 0.1177, 1
    27,  2.043, 0.0274, 1
    27,  2.141, 0.03007, 1
    26,  2.968, 0.05566, 1
    26,  4.255, 0.1144, 1
    26,   2.06, 0.02682, 1
    26,  2.286, 0.03302, 1
    26,   3.95, 0.09856, 1
    26,  2.341, 0.03461, 1
    26,  2.171, 0.02977, 1
    26,  4.983, 0.1569, 1
    25,  2.968, 0.05351, 1
    25,  3.468, 0.07306, 1
    25,  2.582, 0.0405, 1
    25,  3.229, 0.06333, 1
    25,  2.721, 0.04497, 1
    25,   4.26, 0.1103, 1
    25,  3.945, 0.09454, 1
    25,  2.044, 0.02538, 1
    25,  2.297, 0.03204, 1
    25,  2.202, 0.02945, 1
   100,  2.723, 0.1429, 1
   100,  2.162, 0.09007, 1
   100,  4.998, 0.4814, 1
    95,  4.727, 0.4091, 1
    95,  2.715,  0.135, 1
    95,  2.168, 0.08602, 1
    95,   3.36, 0.2067, 1
    90,  3.971, 0.2735, 1
    90,  2.187, 0.08299, 1
    90,  2.587, 0.1161, 1
    85,  3.725, 0.2273, 1
    85,  2.072, 0.07032, 1
    85,  2.423, 0.09616, 1
    80,  3.641, 0.2044, 1
    80,  2.412, 0.08972, 1
    75,  3.491, 0.1761, 1
    75,  2.218, 0.07108, 1
    75,  2.483, 0.08915, 1
    70,  2.981, 0.1199, 1
    70,  3.359, 0.1522, 1
    70,   2.13, 0.0612, 1
    70,  2.409, 0.0783, 1
    65,  3.205, 0.1287, 1
    65,  3.289, 0.1355, 1
    65,  2.425, 0.07368, 1
    60,  2.088, 0.05041, 1
    60,  2.228, 0.0574, 1
    55,  2.086, 0.04612, 1
    55,  2.281, 0.05517, 1
    50,  2.304, 0.05116, 1
    48,  3.423, 0.1084, 1
    48,  2.134, 0.04212, 1
    46,  2.445, 0.05299, 1
    46,  2.479, 0.05448, 1
    46,  2.238, 0.04439, 1
    46,  2.301, 0.04693, 1
    46,   2.11, 0.03947, 1
    44,   2.98, 0.07528, 1
    44,  3.219, 0.08788, 1
    44,   2.36, 0.04723, 1
    44,   2.54, 0.0547, 1
    42,  3.005, 0.07309, 1
    42,  3.208, 0.08332, 1
    42,  2.282, 0.04216, 1
    42,   2.41, 0.04701, 1
    42,  4.462, 0.1612, 1
    42,  2.085, 0.03518, 1
    40,  3.325, 0.08523, 1
    40,   2.05, 0.0324, 1
    38,   3.02, 0.0668, 1
    38,  3.167, 0.07344, 1
    38,  2.245, 0.0369, 1
    36,  2.956, 0.06061, 1
    36,  3.196, 0.07087, 1
    36,  2.542, 0.04484, 1
    36,  2.611, 0.04729, 1
    36,  2.065, 0.0296, 1
    36,  2.224, 0.03433, 1
    34,   3.24, 0.06877, 1
    34,  2.078, 0.0283, 1
    34,  2.254, 0.03328, 1
    34,  2.177, 0.03105, 1
    34,  2.371, 0.03684, 1
    32,  2.881, 0.05117, 1
    32,  3.089, 0.05885, 1
    32,  2.484, 0.03805, 1
    32,  2.095, 0.02705, 1
    32,   4.87, 0.1463, 1
    32,  2.598, 0.04164, 1
    32,  2.198, 0.0298, 1
    30,  2.913, 0.04908, 1
    30,  3.059, 0.05411, 1
    30,  2.194, 0.02783, 1
    30,  4.307, 0.1072, 1
    30,  2.313, 0.03093, 1
    30,  4.875, 0.1374, 1
    30,  3.861, 0.08619, 1
    29,  2.863, 0.0458, 1
    29,  2.957, 0.04888, 1
    29,  3.992, 0.08905, 1
    29,   3.95, 0.08722, 1
    29,  2.155, 0.02596, 1
    29,  4.514, 0.1139, 1
    29,  2.017, 0.02275, 1
    29,  2.401, 0.03222, 1
    28,  2.813, 0.04271, 1
    28,  2.996, 0.04842, 1
    28,  2.135, 0.0246, 1
    28,  2.016, 0.02192, 1
    28,  4.191, 0.09478, 1
    28,  2.279, 0.02803, 1
    27,  2.799, 0.04076, 1
    27,  2.998, 0.04678, 1
    27,  2.115, 0.02327, 1
    27,  2.539, 0.03354, 1
    27,  2.585, 0.03477, 1
    27,   4.49, 0.1049, 1
    27,  4.229, 0.09305, 1
    27,  4.744, 0.1171, 1
    27,  2.399, 0.02994, 1
    26,  2.761, 0.03821, 1
    26,  2.548, 0.03253, 1
    26,  2.605, 0.03401, 1
    26,  2.917, 0.04265, 1
    26,  2.179, 0.02379, 1
    26,  2.037, 0.0208, 1
    26,  2.102, 0.02214, 1
    26,  3.752, 0.07055, 1
    26,   2.33, 0.02721, 1
    25,  3.152, 0.04788, 1
    25,  2.749, 0.03642, 1
    25,  2.921, 0.0411, 1
    25,  2.199, 0.0233, 1
    25,  3.828, 0.07059, 1
    25,  3.658, 0.06446, 1
    25,  2.002, 0.01932, 1
    25,  2.293, 0.02533, 1
    25,  2.095, 0.02116, 1
    25,  4.333, 0.09045, 1
   100,  4.478, 0.4192, 1
   100,  2.787, 0.1624, 1
   100,  2.445, 0.1249, 1
   100,  3.215,  0.216, 1
    95,  4.551, 0.4112, 1
    95,  2.048, 0.08326, 1
    95,   2.42, 0.1162, 1
    90,  3.977, 0.2975, 1
    90,  4.197, 0.3314, 1
    90,   2.05, 0.07907, 1
    90,  2.564, 0.1237, 1
    90,  2.418,   0.11, 1
    90,  2.907,  0.159, 1
    85,  3.524, 0.2206, 1
    85,  2.543, 0.1149, 1
    85,  2.248, 0.08977, 1
    85,  4.532, 0.3649, 1
    85,   2.94, 0.1536, 1
    80,   3.17,  0.168, 1
    80,  2.227, 0.08296, 1
    80,  3.823, 0.2443, 1
    75,  4.902, 0.3767, 1
    75,  3.267, 0.1673, 1
    75,  3.854, 0.2329, 1
    75,  2.023, 0.06417, 1
    75,  2.573, 0.1038, 1
    70,  3.046, 0.1357, 1
    70,  3.229, 0.1526, 1
    70,  2.254, 0.07436, 1
    70,   2.06, 0.06206, 1
    70,  2.573, 0.09683, 1
    65,  3.078, 0.1287, 1
    65,  3.312,  0.149, 1
    65,  2.312, 0.07259, 1
    65,  2.061, 0.05771, 1
    65,  2.652, 0.09556, 1
    60,   2.09, 0.05479, 1
    60,  2.256, 0.06383, 1
    55,  3.106, 0.1109, 1
    55,  3.374, 0.1309, 1
    55,  4.713, 0.2553, 1
    55,  2.102, 0.0508, 1
    55,   2.34, 0.06295, 1
    55,  2.273, 0.0594, 1
    55,   2.51, 0.0724, 1
    50,  3.179, 0.1056, 1
    50,  3.369, 0.1186, 1
    50,  4.627, 0.2237, 1
    50,  2.058, 0.04428, 1
    50,  2.514, 0.06602, 1
    48,  4.793, 0.2305, 1
    48,  2.165,  0.047, 1
    48,  4.283,  0.184, 1
    48,  2.084, 0.04355, 1
    48,  2.457, 0.06057, 1
    48,  2.324, 0.05416, 1
    48,  2.607, 0.06817, 1
    46,  4.852, 0.2263, 1
    46,  4.329, 0.1802, 1
    46,   2.17, 0.04529, 1
    46,  2.398, 0.05529, 1
    46,  2.576, 0.06379, 1
    46,  2.072, 0.04127, 1
    46,  2.287, 0.0503, 1
    44,  3.034, 0.08464, 1
    44,  3.262, 0.09787, 1
    44,  4.944, 0.2248, 1
    44,  4.619, 0.1962, 1
    44,  2.136, 0.04195, 1
    44,  2.086, 0.04003, 1
    44,  2.406, 0.05324, 1
    42,  3.047, 0.08151, 1
    42,  3.263, 0.09344, 1
    42,  2.429, 0.0518, 1
    42,   4.57, 0.1833, 1
    40,  3.035, 0.07699, 1
    40,  3.145, 0.08267, 1
    40,  2.028, 0.03438, 1
    40,  2.614, 0.05713, 1
    40,  2.723, 0.06198, 1
    40,  2.403, 0.04829, 1
    38,  2.954, 0.0693, 1
    38,  4.295, 0.1465, 1
    38,  3.162, 0.0794, 1
    38,  2.029, 0.03269, 1
    38,  3.988, 0.1263, 1
    38,  2.202, 0.03852, 1
    38,  2.138, 0.03631, 1
    38,  2.375, 0.04482, 1
    36,   2.95, 0.06547, 1
    36,  3.163, 0.07525, 1
    36,  4.298,  0.139, 1
    36,  4.022, 0.1217, 1
    36,   2.02, 0.03071, 1
    36,  2.212, 0.03681, 1
    36,  2.308, 0.04008, 1
    36,  2.112, 0.03358, 1
    34,   2.92, 0.06059, 1
    34,  3.099, 0.06824, 1
    34,  2.562, 0.04666, 1
    34,   2.63, 0.04916, 1
    34,  2.015, 0.02885, 1
    34,  2.203, 0.03447, 1
    34,  2.142, 0.03259, 1
    34,  2.296, 0.03746, 1
    34,   4.99, 0.1769, 1
    32,  2.884, 0.05564, 1
    32,  4.159, 0.1157, 1
    32,  2.599, 0.04519, 1
    32,  2.641, 0.04664, 1
    32,  3.093,  0.064, 1
    32,  3.822, 0.09769, 1
    32,    2.3, 0.03538, 1
    30,  2.876, 0.05188, 1
    30,  3.097, 0.06015, 1
    30,  4.167, 0.1089, 1
    30,  4.077, 0.1042, 1
    30,  2.173, 0.02961, 1
    30,  4.968, 0.1548, 1
    30,  2.242, 0.03152, 1
    30,  2.123, 0.02827, 1
    29,  2.875, 0.05009, 1
    29,  3.101, 0.0583, 1
    29,  2.549, 0.03938, 1
    29,  2.649, 0.04255, 1
    29,  4.122,  0.103, 1
    29,  4.554, 0.1257, 1
    29,      4, 0.09699, 1
    29,  4.338, 0.1141, 1
    29,  4.919, 0.1466, 1
    28,  2.872, 0.04826, 1
    28,  2.534, 0.03756, 1
    28,  2.017, 0.02381, 1
    28,  3.104, 0.05637, 1
    28,  2.663, 0.04149, 1
    28,  4.738, 0.1314, 1
    28,    4.2, 0.1032, 1
    28,  4.039, 0.09548, 1
    28,   2.16, 0.02731, 1
    27,  2.856, 0.04604, 1
    27,  3.098, 0.05416, 1
    27,  2.577, 0.03747, 1
    27,  2.644, 0.03945, 1
    27,  2.041, 0.0235, 1
    27,  3.802, 0.08157, 1
    27,  4.701, 0.1247, 1
    27,   4.77, 0.1284, 1
    27,  4.136, 0.09653, 1
    26,  2.816, 0.04309, 1
    26,  2.975, 0.0481, 1
    26,  2.055, 0.02295, 1
    26,  3.789, 0.07802, 1
    26,  3.694, 0.07415, 1
    26,  4.221, 0.0968, 1
    26,  4.016, 0.08765, 1
    26,  2.256, 0.02766, 1
    26,  4.825, 0.1265, 1
    25,  2.768, 0.04005, 1
    25,  2.955, 0.04563, 1
    25,  2.397, 0.03001, 1
    25,  2.077, 0.02253, 1
    25,  2.473, 0.03197, 1
    25,  3.874, 0.07841, 1
    25,  4.312, 0.09716, 1
    25,  4.092, 0.0875, 1
    25,  3.669, 0.07033, 1
   100,  3.987, 0.3934, 1
   100,   2.15, 0.1144, 1
   100,  2.716, 0.1825, 1
   100,  2.523, 0.1576, 1
   100,  3.058, 0.2315, 1
    95,  3.991, 0.3745, 1
    95,   2.16, 0.1097, 1
    95,  2.531, 0.1506, 1
    90,  3.728, 0.3095, 1
    90,  2.268, 0.1146, 1
    85,  3.562, 0.2668, 1
    85,  2.258, 0.1073, 1
    80,  3.513, 0.2444, 1
    80,  2.226, 0.09807, 1
    75,  3.601, 0.2407, 1
    75,  2.022, 0.07591, 1
    75,  2.356,  0.103, 1
    70,  2.925, 0.1482, 1
    70,  3.247, 0.1826, 1
    70,  2.139, 0.07924, 1
    70,   2.37, 0.09734, 1
    65,  2.337, 0.08786, 1
    65,  2.337, 0.08784, 1
    65,  2.074, 0.06918, 1
    60,  2.404, 0.08578, 1
    60,  2.498, 0.09269, 1
    60,  2.141, 0.06809, 1
    60,  2.209, 0.07248, 1
    55,  3.007,  0.123, 1
    55,  3.309, 0.1491, 1
    55,  2.141, 0.06238, 1
    55,  2.253, 0.06911, 1
    50,  3.123, 0.1207, 1
    50,  3.266,  0.132, 1
    50,  2.379, 0.07003, 1
    50,  2.234, 0.06178, 1
    50,  2.499, 0.0773, 1
    48,  4.815, 0.2755, 1
    48,  4.708, 0.2634, 1
    48,  2.039, 0.04938, 1
    48,  2.252, 0.06026, 1
    48,  2.292, 0.06241, 1
    48,  2.178, 0.05633, 1
    46,  3.002, 0.1026, 1
    46,  3.178,  0.115, 1
    46,  4.812, 0.2637, 1
    46,  4.564, 0.2372, 1
    46,  2.205, 0.05534, 1
    46,  2.232, 0.05672, 1
    46,  2.105, 0.05046, 1
    44,  2.958, 0.09525, 1
    44,  3.235, 0.1139, 1
    44,   2.12, 0.04896, 1
    44,  2.322, 0.05869, 1
    42,  2.994, 0.0932, 1
    42,  3.222, 0.1079, 1
    42,  2.458, 0.06279, 1
    42,  2.025, 0.04262, 1
    42,  2.199, 0.05029, 1
    42,  2.157, 0.04837, 1
    42,  2.548, 0.06746, 1
    42,  2.329, 0.05641, 1
    40,  3.032, 0.09101, 1
    40,  3.085, 0.09423, 1
    40,  2.025, 0.04059, 1
    40,  2.239, 0.04964, 1
    40,  2.121, 0.04455, 1
    40,  2.378,  0.056, 1
    38,  2.913, 0.0798, 1
    38,  3.152, 0.09343, 1
    38,  2.148, 0.0434, 1
    38,  2.025, 0.03858, 1
    38,  2.278, 0.04882, 1
    36,  2.907, 0.07527, 1
    36,  3.159, 0.0889, 1
    36,  4.564, 0.1856, 1
    36,  4.344, 0.1681, 1
    36,  2.129, 0.0404, 1
    36,  2.026, 0.03658, 1
    36,  2.373, 0.05018, 1
    36,  2.432, 0.05268, 1
    36,  2.286, 0.04655, 1
    34,  2.925, 0.07198, 1
    34,  3.127, 0.08229, 1
    34,  2.212, 0.04117, 1
    32,  2.923, 0.06767, 1
    32,  3.159, 0.07903, 1
    32,  4.207, 0.1401, 1
    32,  3.972, 0.1249, 1
    32,  2.096, 0.0348, 1
    32,  2.049, 0.03323, 1
    32,   2.15, 0.0366, 1
    30,  2.842, 0.05999, 1
    30,    3.1, 0.07134, 1
    30,  3.152, 0.07378, 1
    30,  3.014, 0.06744, 1
    30,  2.596, 0.05004, 1
    30,  2.662, 0.05261, 1
    30,  4.155, 0.1282, 1
    30,  4.067, 0.1228, 1
    30,  2.329, 0.04027, 1
    29,  2.816, 0.05693, 1
    29,   4.26, 0.1303, 1
    29,  4.017, 0.1158, 1
    29,  4.812, 0.1662, 1
    29,  2.998, 0.06451, 1
    29,  2.045, 0.03001, 1
    29,  2.164, 0.0336, 1
    28,   2.79, 0.05392, 1
    28,  2.999, 0.06232, 1
    28,  4.313, 0.1289, 1
    28,  2.052, 0.02919, 1
    28,  2.008, 0.02794, 1
    28,   3.93,  0.107, 1
    28,  2.143, 0.03184, 1
    27,  2.751, 0.05058, 1
    27,  2.964, 0.0587, 1
    27,  4.272, 0.1219, 1
    27,  3.916, 0.1025, 1
    27,  2.175, 0.03162, 1
    26,   2.72, 0.0476, 1
    26,  2.915, 0.05467, 1
    26,  4.274, 0.1175, 1
    26,   3.85, 0.09537, 1
    26,  2.352, 0.03559, 1
    26,  4.854, 0.1516, 1
    26,  2.414, 0.03749, 1
    26,  2.262, 0.03292, 1
    25,  2.715, 0.0456, 1
    25,  2.907, 0.0523, 1
    25,  4.239, 0.1112, 1
    25,  2.385, 0.03519, 1
    25,  2.404, 0.03577, 1
    25,  2.151, 0.02864, 1
    25,  2.095, 0.02716, 1
    25,  4.825, 0.1441, 1
    25,  2.268, 0.03183, 1
   100,  4.009,   0.31, 1
   100,   2.14, 0.0883, 1
   100,  2.023, 0.07897, 1
   100,  2.259, 0.09845, 1
    95,  3.994, 0.2923, 1
    95,  2.704,  0.134, 1
    95,  2.009, 0.07393, 1
    95,  2.885, 0.1525, 1
    95,  2.201, 0.08874, 1
    90,  2.455, 0.1046, 1
    90,  2.546, 0.1126, 1
    90,  2.216, 0.08526, 1
    90,  2.299, 0.09174, 1
    85,  3.629, 0.2159, 1
    85,  4.876, 0.3898, 1
    85,   2.35, 0.09052, 1
    85,  2.551, 0.1067, 1
    80,  3.571, 0.1968, 1
    80,  4.724, 0.3445, 1
    80,   2.02, 0.06295, 1
    80,  2.267, 0.07932, 1
    75,  2.272, 0.07467, 1
    70,  3.057, 0.1262, 1
    70,  3.336, 0.1503, 1
    70,  2.039, 0.05616, 1
    70,  2.558, 0.08838, 1
    70,  2.279, 0.07014, 1
    70,  2.419, 0.07903, 1
    70,  2.648, 0.09467, 1
    70,  2.155, 0.06272, 1
    65,  2.081, 0.05432, 1
    65,  2.362, 0.06993, 1
    65,  2.241, 0.06296, 1
    65,  2.566, 0.08254, 1
    60,  3.466,  0.139, 1
    60,  4.917, 0.2798, 1
    60,  4.362, 0.2202, 1
    60,  2.032, 0.0478, 1
    60,  2.382, 0.06566, 1
    60,  2.301, 0.06126, 1
    60,  2.476, 0.07097, 1
    55,  3.114, 0.1029, 1
    55,  3.389, 0.1219, 1
    55,  2.041, 0.04421, 1
    55,  2.192, 0.05099, 1
    50,  3.218, 0.09985, 1
    50,   3.38, 0.1102, 1
    50,  4.536, 0.1985, 1
    50,   4.25, 0.1743, 1
    50,  2.696, 0.07009, 1
    50,  2.004, 0.03872, 1
    50,  2.387, 0.05494, 1
    50,  2.772, 0.0741, 1
    50,  2.561, 0.06324, 1
    48,  4.525, 0.1896, 1
    48,  4.214, 0.1645, 1
    48,  2.741, 0.06958, 1
    48,  2.762, 0.07065, 1
    48,  2.356, 0.0514, 1
    48,  2.425, 0.05446, 1
    48,  2.125, 0.04181, 1
    48,  2.089, 0.0404, 1
    48,  2.185, 0.04419, 1
    46,  3.112, 0.08593, 1
    46,  3.202,  0.091, 1
